snapshot_id,timestamp,sync_spread_ms,ms.turntable.transfer.source_ts,ms.turntable.transfer.server_ts,ms.turntable.conveyor.source_ts,ms.turntable.conveyor.server_ts,ms.sensor.conveyor.source_ts,ms.sensor.conveyor.server_ts,ms.turntable.saw.source_ts,ms.turntable.saw.server_ts,ms.transfer.turntable.source_ts,ms.transfer.turntable.server_ts,ms.oven.slider_inside.source_ts,ms.oven.slider_inside.server_ts,ms.oven.slider_outside.source_ts,ms.oven.slider_outside.server_ts,ms.transfer.oven.source_ts,ms.transfer.oven.server_ts,ms.sensor.oven.source_ts,ms.sensor.oven.server_ts,ms.motor.turntable_cw.source_ts,ms.motor.turntable_cw.server_ts,ms.motor.turntable_ccw.source_ts,ms.motor.turntable_ccw.server_ts,ms.motor.conveyor.source_ts,ms.motor.conveyor.server_ts,ms.motor.saw.source_ts,ms.motor.saw.server_ts,ms.motor.slider_in.source_ts,ms.motor.slider_in.server_ts,ms.motor.slider_out.source_ts,ms.motor.slider_out.server_ts,ms.motor.transfer_oven.source_ts,ms.motor.transfer_oven.server_ts,ms.motor.transfer_turntable.source_ts,ms.motor.transfer_turntable.server_ts,ms.process.burn.source_ts,ms.process.burn.server_ts,ms.air.compressor.source_ts,ms.air.compressor.server_ts,ms.valve.vacuum.source_ts,ms.valve.vacuum.server_ts,ms.valve.transfer.source_ts,ms.valve.transfer.server_ts,ms.valve.oven_door.source_ts,ms.valve.oven_door.server_ts,ms.valve.ejector.source_ts,ms.valve.ejector.server_ts,hbw.ref.horizontal.source_ts,hbw.ref.horizontal.server_ts,hbw.sensor.inside.source_ts,hbw.sensor.inside.server_ts,hbw.sensor.outside.source_ts,hbw.sensor.outside.server_ts,hbw.ref.vertical.source_ts,hbw.ref.vertical.server_ts,hbw.ref.cantilever_front.source_ts,hbw.ref.cantilever_front.server_ts,hbw.ref.cantilever_back.source_ts,hbw.ref.cantilever_back.server_ts,hbw.sensor.trail_bottom.source_ts,hbw.sensor.trail_bottom.server_ts,hbw.sensor.trail_top.source_ts,hbw.sensor.trail_top.server_ts,hbw.motor.conveyor_forward.source_ts,hbw.motor.conveyor_forward.server_ts,hbw.motor.conveyor_backward.source_ts,hbw.motor.conveyor_backward.server_ts,hbw.motor.crane_rack.source_ts,hbw.motor.crane_rack.server_ts,hbw.motor.crane_conveyor.source_ts,hbw.motor.crane_conveyor.server_ts,hbw.motor.crane_down.source_ts,hbw.motor.crane_down.server_ts,hbw.motor.crane_up.source_ts,hbw.motor.crane_up.server_ts,hbw.motor.cantilever_forward.source_ts,hbw.motor.cantilever_forward.server_ts,hbw.motor.cantilever_backward.source_ts,hbw.motor.cantilever_backward.server_ts,hbw.encoder.horizontal1.source_ts,hbw.encoder.horizontal1.server_ts,hbw.encoder.horizontal2.source_ts,hbw.encoder.horizontal2.server_ts,hbw.encoder.vertical1.source_ts,hbw.encoder.vertical1.server_ts,hbw.encoder.vertical2.source_ts,hbw.encoder.vertical2.server_ts,c.ref.vertical.source_ts,c.ref.vertical.server_ts,c.ref.horizontal.source_ts,c.ref.horizontal.server_ts,c.ref.rotate.source_ts,c.ref.rotate.server_ts,c.motor.up.source_ts,c.motor.up.server_ts,c.motor.down.source_ts,c.motor.down.server_ts,c.motor.backward.source_ts,c.motor.backward.server_ts,c.motor.forward.source_ts,c.motor.forward.server_ts,c.motor.cw.source_ts,c.motor.cw.server_ts,c.motor.ccw.source_ts,c.motor.ccw.server_ts,c.air.compressor.source_ts,c.air.compressor.server_ts,c.valve.vacuum.source_ts,c.valve.vacuum.server_ts,c.encoder.vertical1.source_ts,c.encoder.vertical1.server_ts,c.encoder.vertical2.source_ts,c.encoder.vertical2.server_ts,c.encoder.horizontal1.source_ts,c.encoder.horizontal1.server_ts,c.encoder.horizontal2.source_ts,c.encoder.horizontal2.server_ts,c.encoder.rotate1.source_ts,c.encoder.rotate1.server_ts,c.encoder.rotate2.source_ts,c.encoder.rotate2.server_ts,pm.sensor.entry.source_ts,pm.sensor.entry.server_ts,pm.sensor.tool.source_ts,pm.sensor.tool.server_ts,pm.ref.top.source_ts,pm.ref.top.server_ts,pm.ref.bottom.source_ts,pm.ref.bottom.server_ts,pm.motor.conveyor_forward.source_ts,pm.motor.conveyor_forward.server_ts,pm.motor.conveyor_backward.source_ts,pm.motor.conveyor_backward.server_ts,pm.motor.tool_up.source_ts,pm.motor.tool_up.server_ts,pm.motor.tool_down.source_ts,pm.motor.tool_down.server_ts,sl.sensor.pulse.source_ts,sl.sensor.pulse.server_ts,sl.sensor.before_color.source_ts,sl.sensor.before_color.server_ts,sl.sensor.after_color.source_ts,sl.sensor.after_color.server_ts,sl.sensor.white.source_ts,sl.sensor.white.server_ts,sl.sensor.red.source_ts,sl.sensor.red.server_ts,sl.sensor.blue.source_ts,sl.sensor.blue.server_ts,sl.motor.conveyor.source_ts,sl.motor.conveyor.server_ts,sl.air.compressor.source_ts,sl.air.compressor.server_ts,sl.valve.white.source_ts,sl.valve.white.server_ts,sl.valve.red.source_ts,sl.valve.red.server_ts,sl.valve.blue.source_ts,sl.valve.blue.server_ts,sl.sensor.color_value.source_ts,sl.sensor.color_value.server_ts,local.emergency_not_pressed.source_ts,local.emergency_not_pressed.server_ts,local.emergency_memory.source_ts,local.emergency_memory.server_ts,local.ms_step.source_ts,local.ms_step.server_ts,local.end_simulation.source_ts,local.end_simulation.server_ts,local.all_devices_init.source_ts,local.all_devices_init.server_ts,local.hbw_no_wp.source_ts,local.hbw_no_wp.server_ts,local.hbw_wpc_not_empty.source_ts,local.hbw_wpc_not_empty.server_ts,local.hbw_distance_h.source_ts,local.hbw_distance_h.server_ts,local.hbw_distance_v.source_ts,local.hbw_distance_v.server_ts,local.hbw_index_h.source_ts,local.hbw_index_h.server_ts,local.hbw_index_v.source_ts,local.hbw_index_v.server_ts,local.crane_secured.source_ts,local.crane_secured.server_ts,local.crane_coord_h.source_ts,local.crane_coord_h.server_ts,local.crane_coord_v.source_ts,local.crane_coord_v.server_ts,local.crane_coord_r.source_ts,local.crane_coord_r.server_ts,local.sl_sorting_requested.source_ts,local.sl_sorting_requested.server_ts,local.sl_workpiece_coord.source_ts,local.sl_workpiece_coord.server_ts
1,2026-09-25T09:44:50.630689+00:00,90.005,2026-09-25T11:13:56.324064+00:00,,2026-09-25T11:13:56.333065+00:00,,2026-09-25T11:13:56.342065+00:00,,2026-09-25T11:13:56.335065+00:00,,2026-09-25T11:13:56.336065+00:00,,2026-09-25T11:13:56.337065+00:00,,2026-09-25T11:13:56.338065+00:00,,2026-09-25T11:13:56.339065+00:00,,2026-09-25T11:13:56.340065+00:00,,2026-09-25T11:13:56.341065+00:00,,2026-09-25T11:13:56.334065+00:00,,2026-09-25T11:13:56.343065+00:00,,2026-09-25T11:13:56.344065+00:00,,2026-09-25T11:13:56.345065+00:00,,2026-09-25T11:13:56.346065+00:00,,2026-09-25T11:13:56.358066+00:00,,2026-09-25T11:13:56.348066+00:00,,2026-09-25T11:13:56.349066+00:00,,2026-09-25T11:13:56.350066+00:00,,2026-09-25T11:13:56.351066+00:00,,2026-09-25T11:13:56.352066+00:00,,2026-09-25T11:13:56.353066+00:00,,2026-09-25T11:13:56.354066+00:00,,2026-09-25T11:13:56.355066+00:00,,2026-09-25T11:13:56.356066+00:00,,2026-09-25T11:13:56.357066+00:00,,2026-09-25T11:13:56.347065+00:00,,2026-09-25T11:13:56.359066+00:00,,2026-09-25T11:13:56.360066+00:00,,2026-09-25T11:13:56.361066+00:00,,2026-09-25T11:13:56.362066+00:00,,2026-09-25T11:13:56.363066+00:00,,2026-09-25T11:13:56.364066+00:00,,2026-09-25T11:13:56.365066+00:00,,2026-09-25T11:13:56.366067+00:00,,2026-09-25T11:13:56.367067+00:00,,2026-09-25T11:13:56.368067+00:00,,2026-09-25T11:13:56.369067+00:00,,2026-09-25T11:13:56.370067+00:00,,2026-09-25T11:13:56.371067+00:00,,2026-09-25T11:13:56.372067+00:00,,2026-09-25T11:13:56.384068+00:00,,2026-09-25T11:13:56.374067+00:00,,2026-09-25T11:13:56.375067+00:00,,2026-09-25T11:13:56.376067+00:00,,2026-09-25T11:13:56.377067+00:00,,2026-09-25T11:13:56.378067+00:00,,2026-09-25T11:13:56.390068+00:00,,2026-09-25T11:13:56.380067+00:00,,2026-09-25T11:13:56.381067+00:00,,2026-09-25T11:13:56.382067+00:00,,2026-09-25T11:13:56.383068+00:00,,2026-09-25T11:13:56.373067+00:00,,2026-09-25T11:13:56.385068+00:00,,2026-09-25T11:13:56.386068+00:00,,2026-09-25T11:13:56.387068+00:00,,2026-09-25T11:13:56.388068+00:00,,2026-09-25T11:13:56.389068+00:00,,2026-09-25T11:13:56.379067+00:00,,2026-09-25T11:13:56.391068+00:00,,2026-09-25T11:13:56.392068+00:00,,2026-09-25T11:13:56.393068+00:00,,2026-09-25T11:13:56.394068+00:00,,2026-09-25T11:13:56.395068+00:00,,2026-09-25T11:13:56.396068+00:00,,2026-09-25T11:13:56.397068+00:00,,2026-09-25T11:13:56.398068+00:00,,2026-09-25T11:13:56.399068+00:00,,2026-09-25T11:13:56.400068+00:00,,2026-09-25T11:13:56.401069+00:00,,2026-09-25T11:13:56.402069+00:00,,2026-09-25T11:13:56.403069+00:00,,2026-09-25T11:13:56.404069+00:00,,2026-09-25T11:13:56.405069+00:00,,2026-09-25T11:13:56.406069+00:00,,2026-09-25T11:13:56.407069+00:00,,2026-09-25T11:13:56.408069+00:00,,2026-09-25T11:13:56.409069+00:00,,2026-09-25T11:13:56.410069+00:00,,2026-09-25T11:13:56.411069+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-25T11:13:56.412069+00:00,,2026-09-25T11:13:56.413069+00:00,,2026-09-25T11:13:56.414069+00:00,,,,,
4,2026-09-25T09:44:51.661042+00:00,84.005,2026-09-25T11:13:57.360123+00:00,,2026-09-25T11:13:57.361123+00:00,,2026-09-25T11:13:57.362124+00:00,,2026-09-25T11:13:57.363124+00:00,,2026-09-25T11:13:57.364124+00:00,,2026-09-25T11:13:57.365124+00:00,,2026-09-25T11:13:57.366124+00:00,,2026-09-25T11:13:57.367124+00:00,,2026-09-25T11:13:57.368124+00:00,,2026-09-25T11:13:57.381125+00:00,,2026-09-25T11:13:57.382125+00:00,,2026-09-25T11:13:57.371124+00:00,,2026-09-25T11:13:57.372124+00:00,,2026-09-25T11:13:57.373124+00:00,,2026-09-25T11:13:57.374124+00:00,,2026-09-25T11:13:57.387125+00:00,,2026-09-25T11:13:57.376124+00:00,,2026-09-25T11:13:57.389125+00:00,,2026-09-25T11:13:57.379124+00:00,,2026-09-25T11:13:57.380125+00:00,,2026-09-25T11:13:57.369124+00:00,,2026-09-25T11:13:57.370124+00:00,,2026-09-25T11:13:57.383125+00:00,,2026-09-25T11:13:57.384125+00:00,,2026-09-25T11:13:57.385125+00:00,,2026-09-25T11:13:57.386125+00:00,,2026-09-25T11:13:57.375124+00:00,,2026-09-25T11:13:57.388125+00:00,,2026-09-25T11:13:57.378124+00:00,,2026-09-25T11:13:57.390125+00:00,,2026-09-25T11:13:57.391125+00:00,,2026-09-25T11:13:57.392125+00:00,,2026-09-25T11:13:57.393125+00:00,,2026-09-25T11:13:57.394125+00:00,,2026-09-25T11:13:57.395125+00:00,,2026-09-25T11:13:57.396125+00:00,,2026-09-25T11:13:57.397126+00:00,,2026-09-25T11:13:57.398126+00:00,,2026-09-25T11:13:57.399126+00:00,,2026-09-25T11:13:57.400126+00:00,,2026-09-25T11:13:57.401126+00:00,,2026-09-25T11:13:57.402126+00:00,,2026-09-25T11:13:57.403126+00:00,,2026-09-25T11:13:57.404126+00:00,,2026-09-25T11:13:57.405126+00:00,,2026-09-25T11:13:57.406126+00:00,,2026-09-25T11:13:57.407126+00:00,,2026-09-25T11:13:57.419127+00:00,,2026-09-25T11:13:57.409126+00:00,,2026-09-25T11:13:57.410126+00:00,,2026-09-25T11:13:57.411126+00:00,,2026-09-25T11:13:57.412126+00:00,,2026-09-25T11:13:57.413126+00:00,,2026-09-25T11:13:57.414126+00:00,,2026-09-25T11:13:57.415127+00:00,,2026-09-25T11:13:57.416127+00:00,,2026-09-25T11:13:57.417127+00:00,,2026-09-25T11:13:57.418127+00:00,,2026-09-25T11:13:57.408126+00:00,,2026-09-25T11:13:57.420127+00:00,,2026-09-25T11:13:57.421127+00:00,,2026-09-25T11:13:57.433128+00:00,,2026-09-25T11:13:57.423127+00:00,,2026-09-25T11:13:57.435128+00:00,,2026-09-25T11:13:57.425127+00:00,,2026-09-25T11:13:57.426127+00:00,,2026-09-25T11:13:57.427127+00:00,,2026-09-25T11:13:57.428127+00:00,,2026-09-25T11:13:57.429127+00:00,,2026-09-25T11:13:57.430127+00:00,,2026-09-25T11:13:57.431127+00:00,,2026-09-25T11:13:57.432128+00:00,,2026-09-25T11:13:57.434128+00:00,,2026-09-25T11:13:57.424127+00:00,,2026-09-25T11:13:57.436128+00:00,,2026-09-25T11:13:57.437128+00:00,,2026-09-25T11:13:57.438128+00:00,,2026-09-25T11:13:57.439128+00:00,,2026-09-25T11:13:57.440128+00:00,,2026-09-25T11:13:57.441128+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-25T11:13:57.442128+00:00,,2026-09-25T11:13:57.443128+00:00,,2026-09-25T11:13:57.444128+00:00,,,,,
7,2026-09-25T09:44:52.715206+00:00,96.005,2026-09-25T11:13:58.402183+00:00,,2026-09-25T11:13:58.413184+00:00,,2026-09-25T11:13:58.414184+00:00,,2026-09-25T11:13:58.415184+00:00,,2026-09-25T11:13:58.416184+00:00,,2026-09-25T11:13:58.417184+00:00,,2026-09-25T11:13:58.418184+00:00,,2026-09-25T11:13:58.419184+00:00,,2026-09-25T11:13:58.420184+00:00,,2026-09-25T11:13:58.421184+00:00,,2026-09-25T11:13:58.435185+00:00,,2026-09-25T11:13:58.424184+00:00,,2026-09-25T11:13:58.425184+00:00,,2026-09-25T11:13:58.426184+00:00,,2026-09-25T11:13:58.427184+00:00,,2026-09-25T11:13:58.428184+00:00,,2026-09-25T11:13:58.429185+00:00,,2026-09-25T11:13:58.430185+00:00,,2026-09-25T11:13:58.431185+00:00,,2026-09-25T11:13:58.432185+00:00,,2026-09-25T11:13:58.433185+00:00,,2026-09-25T11:13:58.423184+00:00,,2026-09-25T11:13:58.436185+00:00,,2026-09-25T11:13:58.449186+00:00,,2026-09-25T11:13:58.439185+00:00,,2026-09-25T11:13:58.440185+00:00,,2026-09-25T11:13:58.441185+00:00,,2026-09-25T11:13:58.442185+00:00,,2026-09-25T11:13:58.443185+00:00,,2026-09-25T11:13:58.444185+00:00,,2026-09-25T11:13:58.445185+00:00,,2026-09-25T11:13:58.446186+00:00,,2026-09-25T11:13:58.447186+00:00,,2026-09-25T11:13:58.448186+00:00,,2026-09-25T11:13:58.438185+00:00,,2026-09-25T11:13:58.450186+00:00,,2026-09-25T11:13:58.451186+00:00,,2026-09-25T11:13:58.452186+00:00,,2026-09-25T11:13:58.453186+00:00,,2026-09-25T11:13:58.454186+00:00,,2026-09-25T11:13:58.455186+00:00,,2026-09-25T11:13:58.456186+00:00,,2026-09-25T11:13:58.457186+00:00,,2026-09-25T11:13:58.458186+00:00,,2026-09-25T11:13:58.459186+00:00,,2026-09-25T11:13:58.460186+00:00,,2026-09-25T11:13:58.461186+00:00,,2026-09-25T11:13:58.462186+00:00,,2026-09-25T11:13:58.463186+00:00,,2026-09-25T11:13:58.464187+00:00,,2026-09-25T11:13:58.465187+00:00,,2026-09-25T11:13:58.466187+00:00,,2026-09-25T11:13:58.467187+00:00,,2026-09-25T11:13:58.468187+00:00,,2026-09-25T11:13:58.469187+00:00,,2026-09-25T11:13:58.482188+00:00,,2026-09-25T11:13:58.472187+00:00,,2026-09-25T11:13:58.473187+00:00,,2026-09-25T11:13:58.474187+00:00,,2026-09-25T11:13:58.475187+00:00,,2026-09-25T11:13:58.476187+00:00,,2026-09-25T11:13:58.477187+00:00,,2026-09-25T11:13:58.478187+00:00,,2026-09-25T11:13:58.479187+00:00,,2026-09-25T11:13:58.480187+00:00,,2026-09-25T11:13:58.481188+00:00,,2026-09-25T11:13:58.471187+00:00,,2026-09-25T11:13:58.483188+00:00,,2026-09-25T11:13:58.484188+00:00,,2026-09-25T11:13:58.485188+00:00,,2026-09-25T11:13:58.486188+00:00,,2026-09-25T11:13:58.487188+00:00,,2026-09-25T11:13:58.488188+00:00,,2026-09-25T11:13:58.489188+00:00,,2026-09-25T11:13:58.490188+00:00,,2026-09-25T11:13:58.491188+00:00,,2026-09-25T11:13:58.492188+00:00,,2026-09-25T11:13:58.493188+00:00,,2026-09-25T11:13:58.494188+00:00,,2026-09-25T11:13:58.495188+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-25T11:13:58.496188+00:00,,2026-09-25T11:13:58.497188+00:00,,2026-09-25T11:13:58.498188+00:00,,,,,
9,2026-09-25T09:44:53.454350+00:00,105.006,2026-09-25T11:13:59.132225+00:00,,2026-09-25T11:13:59.138225+00:00,,2026-09-25T11:13:59.140225+00:00,,2026-09-25T11:13:59.142225+00:00,,2026-09-25T11:13:59.144225+00:00,,2026-09-25T11:13:59.145225+00:00,,2026-09-25T11:13:59.146226+00:00,,2026-09-25T11:13:59.147226+00:00,,2026-09-25T11:13:59.148226+00:00,,2026-09-25T11:13:59.149226+00:00,,2026-09-25T11:13:59.150226+00:00,,2026-09-25T11:13:59.151226+00:00,,2026-09-25T11:13:59.152226+00:00,,2026-09-25T11:13:59.153226+00:00,,2026-09-25T11:13:59.154226+00:00,,2026-09-25T11:13:59.167227+00:00,,2026-09-25T11:13:59.157226+00:00,,2026-09-25T11:13:59.158226+00:00,,2026-09-25T11:13:59.159226+00:00,,2026-09-25T11:13:59.160226+00:00,,2026-09-25T11:13:59.161226+00:00,,2026-09-25T11:13:59.162226+00:00,,2026-09-25T11:13:59.163227+00:00,,2026-09-25T11:13:59.164227+00:00,,2026-09-25T11:13:59.165227+00:00,,2026-09-25T11:13:59.166227+00:00,,2026-09-25T11:13:59.156226+00:00,,2026-09-25T11:13:59.168227+00:00,,2026-09-25T11:13:59.169227+00:00,,2026-09-25T11:13:59.170227+00:00,,2026-09-25T11:13:59.172227+00:00,,2026-09-25T11:13:59.173227+00:00,,2026-09-25T11:13:59.174227+00:00,,2026-09-25T11:13:59.175227+00:00,,2026-09-25T11:13:59.176227+00:00,,2026-09-25T11:13:59.177227+00:00,,2026-09-25T11:13:59.178227+00:00,,2026-09-25T11:13:59.194228+00:00,,2026-09-25T11:13:59.181228+00:00,,2026-09-25T11:13:59.182228+00:00,,2026-09-25T11:13:59.183228+00:00,,2026-09-25T11:13:59.185228+00:00,,2026-09-25T11:13:59.199229+00:00,,2026-09-25T11:13:59.188228+00:00,,2026-09-25T11:13:59.189228+00:00,,2026-09-25T11:13:59.191228+00:00,,2026-09-25T11:13:59.192228+00:00,,2026-09-25T11:13:59.193228+00:00,,2026-09-25T11:13:59.180227+00:00,,2026-09-25T11:13:59.195228+00:00,,2026-09-25T11:13:59.196228+00:00,,2026-09-25T11:13:59.197228+00:00,,2026-09-25T11:13:59.198229+00:00,,2026-09-25T11:13:59.187228+00:00,,2026-09-25T11:13:59.200229+00:00,,2026-09-25T11:13:59.201229+00:00,,2026-09-25T11:13:59.215229+00:00,,2026-09-25T11:13:59.204229+00:00,,2026-09-25T11:13:59.205229+00:00,,2026-09-25T11:13:59.206229+00:00,,2026-09-25T11:13:59.207229+00:00,,2026-09-25T11:13:59.208229+00:00,,2026-09-25T11:13:59.209229+00:00,,2026-09-25T11:13:59.211229+00:00,,2026-09-25T11:13:59.212229+00:00,,2026-09-25T11:13:59.213229+00:00,,2026-09-25T11:13:59.214229+00:00,,2026-09-25T11:13:59.203229+00:00,,2026-09-25T11:13:59.216230+00:00,,2026-09-25T11:13:59.235231+00:00,,2026-09-25T11:13:59.220230+00:00,,2026-09-25T11:13:59.222230+00:00,,2026-09-25T11:13:59.224230+00:00,,2026-09-25T11:13:59.226230+00:00,,2026-09-25T11:13:59.227230+00:00,,2026-09-25T11:13:59.229230+00:00,,2026-09-25T11:13:59.231230+00:00,,2026-09-25T11:13:59.232230+00:00,,2026-09-25T11:13:59.233231+00:00,,2026-09-25T11:13:59.234231+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-25T11:13:59.218230+00:00,,2026-09-25T11:13:59.236231+00:00,,2026-09-25T11:13:59.237231+00:00,,,,,
12,2026-09-25T09:44:54.614209+00:00,91.005,2026-09-25T11:14:00.306292+00:00,,2026-09-25T11:14:00.316292+00:00,,2026-09-25T11:14:00.317293+00:00,,2026-09-25T11:14:00.318293+00:00,,2026-09-25T11:14:00.319293+00:00,,2026-09-25T11:14:00.320293+00:00,,2026-09-25T11:14:00.321293+00:00,,2026-09-25T11:14:00.322293+00:00,,2026-09-25T11:14:00.323293+00:00,,2026-09-25T11:14:00.324293+00:00,,2026-09-25T11:14:00.325293+00:00,,2026-09-25T11:14:00.337294+00:00,,2026-09-25T11:14:00.327293+00:00,,2026-09-25T11:14:00.328293+00:00,,2026-09-25T11:14:00.329293+00:00,,2026-09-25T11:14:00.330293+00:00,,2026-09-25T11:14:00.331293+00:00,,2026-09-25T11:14:00.332293+00:00,,2026-09-25T11:14:00.333293+00:00,,2026-09-25T11:14:00.334294+00:00,,2026-09-25T11:14:00.335294+00:00,,2026-09-25T11:14:00.336294+00:00,,2026-09-25T11:14:00.326293+00:00,,2026-09-25T11:14:00.338294+00:00,,2026-09-25T11:14:00.339294+00:00,,2026-09-25T11:14:00.340294+00:00,,2026-09-25T11:14:00.352295+00:00,,2026-09-25T11:14:00.342294+00:00,,2026-09-25T11:14:00.343294+00:00,,2026-09-25T11:14:00.344294+00:00,,2026-09-25T11:14:00.345294+00:00,,2026-09-25T11:14:00.346294+00:00,,2026-09-25T11:14:00.347294+00:00,,2026-09-25T11:14:00.348294+00:00,,2026-09-25T11:14:00.349294+00:00,,2026-09-25T11:14:00.350294+00:00,,2026-09-25T11:14:00.351294+00:00,,2026-09-25T11:14:00.341294+00:00,,2026-09-25T11:14:00.353295+00:00,,2026-09-25T11:14:00.354295+00:00,,2026-09-25T11:14:00.355295+00:00,,2026-09-25T11:14:00.356295+00:00,,2026-09-25T11:14:00.357295+00:00,,2026-09-25T11:14:00.358295+00:00,,2026-09-25T11:14:00.359295+00:00,,2026-09-25T11:14:00.360295+00:00,,2026-09-25T11:14:00.361295+00:00,,2026-09-25T11:14:00.362295+00:00,,2026-09-25T11:14:00.363295+00:00,,2026-09-25T11:14:00.364295+00:00,,2026-09-25T11:14:00.365295+00:00,,2026-09-25T11:14:00.366295+00:00,,2026-09-25T11:14:00.367295+00:00,,2026-09-25T11:14:00.368295+00:00,,2026-09-25T11:14:00.369296+00:00,,2026-09-25T11:14:00.370296+00:00,,2026-09-25T11:14:00.371296+00:00,,2026-09-25T11:14:00.383296+00:00,,2026-09-25T11:14:00.373296+00:00,,2026-09-25T11:14:00.374296+00:00,,2026-09-25T11:14:00.375296+00:00,,2026-09-25T11:14:00.376296+00:00,,2026-09-25T11:14:00.377296+00:00,,2026-09-25T11:14:00.378296+00:00,,2026-09-25T11:14:00.379296+00:00,,2026-09-25T11:14:00.380296+00:00,,2026-09-25T11:14:00.381296+00:00,,2026-09-25T11:14:00.382296+00:00,,2026-09-25T11:14:00.372296+00:00,,2026-09-25T11:14:00.384296+00:00,,2026-09-25T11:14:00.385296+00:00,,2026-09-25T11:14:00.386296+00:00,,2026-09-25T11:14:00.387297+00:00,,2026-09-25T11:14:00.388297+00:00,,2026-09-25T11:14:00.389297+00:00,,2026-09-25T11:14:00.390297+00:00,,2026-09-25T11:14:00.391297+00:00,,2026-09-25T11:14:00.392297+00:00,,2026-09-25T11:14:00.393297+00:00,,2026-09-25T11:14:00.394297+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-25T11:14:00.395297+00:00,,2026-09-25T11:14:00.396297+00:00,,2026-09-25T11:14:00.397297+00:00,,,,,
15,2026-09-25T09:44:55.646369+00:00,90.005,2026-09-25T11:14:01.339351+00:00,,2026-09-25T11:14:01.347351+00:00,,2026-09-25T11:14:01.348352+00:00,,2026-09-25T11:14:01.349352+00:00,,2026-09-25T11:14:01.350352+00:00,,2026-09-25T11:14:01.351352+00:00,,2026-09-25T11:14:01.352352+00:00,,2026-09-25T11:14:01.353352+00:00,,2026-09-25T11:14:01.354352+00:00,,2026-09-25T11:14:01.355352+00:00,,2026-09-25T11:14:01.356352+00:00,,2026-09-25T11:14:01.357352+00:00,,2026-09-25T11:14:01.358352+00:00,,2026-09-25T11:14:01.359352+00:00,,2026-09-25T11:14:01.360352+00:00,,2026-09-25T11:14:01.361352+00:00,,2026-09-25T11:14:01.362352+00:00,,2026-09-25T11:14:01.363352+00:00,,2026-09-25T11:14:01.364352+00:00,,2026-09-25T11:14:01.365352+00:00,,2026-09-25T11:14:01.366353+00:00,,2026-09-25T11:14:01.367353+00:00,,2026-09-25T11:14:01.368353+00:00,,2026-09-25T11:14:01.369353+00:00,,2026-09-25T11:14:01.381353+00:00,,2026-09-25T11:14:01.371353+00:00,,2026-09-25T11:14:01.372353+00:00,,2026-09-25T11:14:01.373353+00:00,,2026-09-25T11:14:01.374353+00:00,,2026-09-25T11:14:01.375353+00:00,,2026-09-25T11:14:01.376353+00:00,,2026-09-25T11:14:01.377353+00:00,,2026-09-25T11:14:01.378353+00:00,,2026-09-25T11:14:01.379353+00:00,,2026-09-25T11:14:01.380353+00:00,,2026-09-25T11:14:01.370353+00:00,,2026-09-25T11:14:01.382353+00:00,,2026-09-25T11:14:01.383354+00:00,,2026-09-25T11:14:01.384354+00:00,,2026-09-25T11:14:01.385354+00:00,,2026-09-25T11:14:01.386354+00:00,,2026-09-25T11:14:01.387354+00:00,,2026-09-25T11:14:01.388354+00:00,,2026-09-25T11:14:01.389354+00:00,,2026-09-25T11:14:01.390354+00:00,,2026-09-25T11:14:01.391354+00:00,,2026-09-25T11:14:01.392354+00:00,,2026-09-25T11:14:01.393354+00:00,,2026-09-25T11:14:01.394354+00:00,,2026-09-25T11:14:01.395354+00:00,,2026-09-25T11:14:01.396354+00:00,,2026-09-25T11:14:01.397354+00:00,,2026-09-25T11:14:01.398354+00:00,,2026-09-25T11:14:01.399354+00:00,,2026-09-25T11:14:01.400354+00:00,,2026-09-25T11:14:01.412355+00:00,,2026-09-25T11:14:01.402355+00:00,,2026-09-25T11:14:01.403355+00:00,,2026-09-25T11:14:01.404355+00:00,,2026-09-25T11:14:01.405355+00:00,,2026-09-25T11:14:01.406355+00:00,,2026-09-25T11:14:01.407355+00:00,,2026-09-25T11:14:01.408355+00:00,,2026-09-25T11:14:01.409355+00:00,,2026-09-25T11:14:01.410355+00:00,,2026-09-25T11:14:01.411355+00:00,,2026-09-25T11:14:01.401355+00:00,,2026-09-25T11:14:01.413355+00:00,,2026-09-25T11:14:01.414355+00:00,,2026-09-25T11:14:01.415355+00:00,,2026-09-25T11:14:01.416355+00:00,,2026-09-25T11:14:01.417355+00:00,,2026-09-25T11:14:01.418356+00:00,,2026-09-25T11:14:01.429356+00:00,,2026-09-25T11:14:01.420356+00:00,,2026-09-25T11:14:01.421356+00:00,,2026-09-25T11:14:01.422356+00:00,,2026-09-25T11:14:01.423356+00:00,,2026-09-25T11:14:01.424356+00:00,,2026-09-25T11:14:01.425356+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-25T11:14:01.426356+00:00,,2026-09-25T11:14:01.427356+00:00,,2026-09-25T11:14:01.428356+00:00,,,,,
