snapshot_id,timestamp,good_count,bad_count,source_timestamp_count,server_timestamp_count,source_min_timestamp,source_max_timestamp,source_timestamp_reference,sync_spread_ms,connected,health
2,2026-09-25T10:52:27.445481+00:00,83,0,83,0,2026-09-25T12:21:32.856084+00:00,2026-09-25T12:21:32.953090+00:00,2026-09-25T12:21:32.953090+00:00,97.006,True,ok
4,2026-09-25T10:52:28.139423+00:00,83,0,83,0,2026-09-25T12:21:33.559125+00:00,2026-09-25T12:21:33.647130+00:00,2026-09-25T12:21:33.647130+00:00,88.005,True,ok
6,2026-09-25T10:52:28.836901+00:00,83,0,83,0,2026-09-25T12:21:34.246164+00:00,2026-09-25T12:21:34.343170+00:00,2026-09-25T12:21:34.343170+00:00,97.006,True,ok
8,2026-09-25T10:52:29.536635+00:00,83,0,83,0,2026-09-25T12:21:34.958205+00:00,2026-09-25T12:21:35.044210+00:00,2026-09-25T12:21:35.044210+00:00,86.005,True,ok
10,2026-09-25T10:52:30.246798+00:00,83,0,83,0,2026-09-25T12:21:35.668245+00:00,2026-09-25T12:21:35.754250+00:00,2026-09-25T12:21:35.754250+00:00,86.005,True,ok
13,2026-09-25T10:52:31.404803+00:00,83,0,83,0,2026-09-25T12:21:36.827312+00:00,2026-09-25T12:21:36.912316+00:00,2026-09-25T12:21:36.912316+00:00,85.00399999999999,True,ok
15,2026-09-25T10:52:32.162910+00:00,83,0,83,0,2026-09-25T12:21:37.588355+00:00,2026-09-25T12:21:37.670360+00:00,2026-09-25T12:21:37.670360+00:00,82.005,True,ok
18,2026-09-25T10:52:33.287513+00:00,83,0,83,0,2026-09-25T12:21:38.703419+00:00,2026-09-25T12:21:38.792424+00:00,2026-09-25T12:21:38.792424+00:00,89.005,True,ok
21,2026-09-25T10:52:34.387258+00:00,83,0,83,0,2026-09-25T12:21:39.803482+00:00,2026-09-25T12:21:39.894487+00:00,2026-09-25T12:21:39.894487+00:00,91.005,True,ok
24,2026-09-25T10:52:35.460074+00:00,83,0,83,0,2026-09-25T12:21:40.875543+00:00,2026-09-25T12:21:40.966548+00:00,2026-09-25T12:21:40.966548+00:00,91.005,True,ok
26,2026-09-25T10:52:36.297245+00:00,83,0,83,0,2026-09-25T12:21:41.629586+00:00,2026-09-25T12:21:41.803596+00:00,2026-09-25T12:21:41.803596+00:00,174.01,True,ok
29,2026-09-25T10:52:37.520656+00:00,83,0,83,0,2026-09-25T12:21:42.930661+00:00,2026-09-25T12:21:43.027666+00:00,2026-09-25T12:21:43.027666+00:00,97.005,True,ok
31,2026-09-25T10:52:38.285472+00:00,83,0,83,0,2026-09-25T12:21:43.670703+00:00,2026-09-25T12:21:43.758708+00:00,2026-09-25T12:21:43.758708+00:00,88.005,True,ok
34,2026-09-25T10:52:39.401125+00:00,83,0,83,0,2026-09-25T12:21:44.817769+00:00,2026-09-25T12:21:44.905774+00:00,2026-09-25T12:21:44.905774+00:00,88.005,True,ok
37,2026-09-25T10:52:40.445597+00:00,83,0,83,0,2026-09-25T12:21:45.862828+00:00,2026-09-25T12:21:45.951834+00:00,2026-09-25T12:21:45.951834+00:00,89.006,True,ok
39,2026-09-25T10:52:41.259139+00:00,83,0,83,0,2026-09-25T12:21:46.566869+00:00,2026-09-25T12:21:46.654874+00:00,2026-09-25T12:21:46.654874+00:00,88.005,True,ok
42,2026-09-25T10:52:42.358259+00:00,83,0,83,0,2026-09-25T12:21:47.773938+00:00,2026-09-25T12:21:47.860943+00:00,2026-09-25T12:21:47.860943+00:00,87.005,True,ok
45,2026-09-25T10:52:43.410147+00:00,83,0,83,0,2026-09-25T12:21:48.830998+00:00,2026-09-25T12:21:48.916003+00:00,2026-09-25T12:21:48.916003+00:00,85.005,True,ok
