timestamp,c.air.compressor,c.encoder.horizontal1,c.encoder.horizontal2,c.encoder.rotate1,c.encoder.rotate2,c.encoder.vertical1,c.encoder.vertical2,c.motor.backward,c.motor.ccw,c.motor.cw,c.motor.down,c.motor.forward,c.motor.up,c.ref.horizontal,c.ref.rotate,c.ref.vertical,c.valve.vacuum,hbw.encoder.horizontal1,hbw.encoder.horizontal2,hbw.encoder.vertical1,hbw.encoder.vertical2,hbw.motor.cantilever_backward,hbw.motor.cantilever_forward,hbw.motor.conveyor_backward,hbw.motor.conveyor_forward,hbw.motor.crane_conveyor,hbw.motor.crane_down,hbw.motor.crane_rack,hbw.motor.crane_up,hbw.ref.cantilever_back,hbw.ref.cantilever_front,hbw.ref.horizontal,hbw.ref.vertical,hbw.sensor.inside,hbw.sensor.outside,hbw.sensor.trail_bottom,hbw.sensor.trail_top,local.crane_coord_h,local.crane_coord_r,local.crane_coord_v,ms.air.compressor,ms.motor.conveyor,ms.motor.saw,ms.motor.slider_in,ms.motor.slider_out,ms.motor.transfer_oven,ms.motor.transfer_turntable,ms.motor.turntable_ccw,ms.motor.turntable_cw,ms.oven.slider_inside,ms.oven.slider_outside,ms.process.burn,ms.sensor.conveyor,ms.sensor.oven,ms.transfer.oven,ms.transfer.turntable,ms.turntable.conveyor,ms.turntable.saw,ms.turntable.transfer,ms.valve.ejector,ms.valve.oven_door,ms.valve.transfer,ms.valve.vacuum,pm.motor.conveyor_backward,pm.motor.conveyor_forward,pm.motor.tool_down,pm.motor.tool_up,pm.ref.bottom,pm.ref.top,pm.sensor.entry,pm.sensor.tool,sl.air.compressor,sl.motor.conveyor,sl.sensor.after_color,sl.sensor.before_color,sl.sensor.blue,sl.sensor.color_value,sl.sensor.pulse,sl.sensor.red,sl.sensor.white,sl.valve.blue,sl.valve.red,sl.valve.white
2026-09-25T08:48:09.355220+00:00,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,True,0,True,True,True,False,False,False
2026-09-25T08:48:10.409153+00:00,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,True,0,True,True,True,False,False,False
2026-09-25T08:48:11.190277+00:00,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,True,0,True,True,True,False,False,False
2026-09-25T08:48:12.222240+00:00,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,0,True,True,True,False,False,False
2026-09-25T08:48:13.282537+00:00,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,65,62,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,0,True,True,True,False,False,False
2026-09-25T08:48:14.341144+00:00,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,175,272,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,0,True,True,True,False,False,False
2026-09-25T08:48:15.074953+00:00,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,175,418,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,1,True,True,True,False,False,False
2026-09-25T08:48:16.269128+00:00,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,175,656,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,0,True,True,True,False,False,False
2026-09-25T08:48:17.335914+00:00,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,175,868,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,0,True,True,True,False,False,False
2026-09-25T08:48:18.384235+00:00,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,175,1075,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,0,True,True,True,False,False,False
