snapshot_id,timestamp,good_count,bad_count,source_timestamp_count,server_timestamp_count,source_min_timestamp,source_max_timestamp,source_timestamp_reference,sync_spread_ms,connected,health
1,2026-09-25T11:21:21.173085+00:00,83,0,83,0,2026-09-25T12:50:26.446240+00:00,2026-09-25T12:50:26.537245+00:00,2026-09-25T12:50:26.537245+00:00,91.005,True,ok
2,2026-09-25T11:21:21.530087+00:00,83,0,83,0,2026-09-25T12:50:26.840263+00:00,2026-09-25T12:50:26.939268+00:00,2026-09-25T12:50:26.939268+00:00,99.005,True,ok
3,2026-09-25T11:21:21.905764+00:00,83,0,83,0,2026-09-25T12:50:27.197283+00:00,2026-09-25T12:50:27.306289+00:00,2026-09-25T12:50:27.306289+00:00,109.006,True,ok
4,2026-09-25T11:21:22.356448+00:00,83,0,83,0,2026-09-25T12:50:27.578305+00:00,2026-09-25T12:50:27.760315+00:00,2026-09-25T12:50:27.760315+00:00,182.01,True,ok
5,2026-09-25T11:21:22.805492+00:00,83,0,83,0,2026-09-25T12:50:28.066333+00:00,2026-09-25T12:50:28.199340+00:00,2026-09-25T12:50:28.199340+00:00,133.00699999999998,True,ok
6,2026-09-25T11:21:23.190012+00:00,83,0,83,0,2026-09-25T12:50:28.481357+00:00,2026-09-25T12:50:28.587363+00:00,2026-09-25T12:50:28.587363+00:00,106.006,True,ok
7,2026-09-25T11:21:23.547777+00:00,83,0,83,0,2026-09-25T12:50:28.856378+00:00,2026-09-25T12:50:28.947383+00:00,2026-09-25T12:50:28.947383+00:00,91.005,True,ok
8,2026-09-25T11:21:24.003911+00:00,83,0,83,0,2026-09-25T12:50:29.234400+00:00,2026-09-25T12:50:29.342406+00:00,2026-09-25T12:50:29.342406+00:00,108.006,True,ok
9,2026-09-25T11:21:24.370737+00:00,83,0,83,0,2026-09-25T12:50:29.677425+00:00,2026-09-25T12:50:29.776431+00:00,2026-09-25T12:50:29.776431+00:00,99.006,True,ok
10,2026-09-25T11:21:24.731618+00:00,83,0,83,0,2026-09-25T12:50:30.041446+00:00,2026-09-25T12:50:30.141452+00:00,2026-09-25T12:50:30.141452+00:00,100.006,True,ok
