snapshot_id,timestamp,good_count,bad_count,source_timestamp_count,server_timestamp_count,source_min_timestamp,source_max_timestamp,source_timestamp_reference,sync_spread_ms,connected,health
1,2026-09-25T13:34:02.545929+00:00,83,0,83,0,2026-09-25T15:03:07.361578+00:00,2026-09-25T15:03:07.528588+00:00,2026-09-25T15:03:07.528588+00:00,167.01,True,ok
2,2026-09-25T13:34:02.890583+00:00,83,0,83,0,2026-09-25T15:03:07.782603+00:00,2026-09-25T15:03:07.871608+00:00,2026-09-25T15:03:07.871608+00:00,89.005,True,ok
3,2026-09-25T13:34:03.240829+00:00,83,0,83,0,2026-09-25T15:03:08.128622+00:00,2026-09-25T15:03:08.216627+00:00,2026-09-25T15:03:08.216627+00:00,88.005,True,ok
4,2026-09-25T13:34:03.632193+00:00,83,0,83,0,2026-09-25T15:03:08.477642+00:00,2026-09-25T15:03:08.572648+00:00,2026-09-25T15:03:08.572648+00:00,95.006,True,ok
5,2026-09-25T13:34:04.008660+00:00,83,0,83,0,2026-09-25T15:03:08.875665+00:00,2026-09-25T15:03:08.989672+00:00,2026-09-25T15:03:08.989672+00:00,114.00699999999999,True,ok
6,2026-09-25T13:34:04.386637+00:00,83,0,83,0,2026-09-25T15:03:09.277688+00:00,2026-09-25T15:03:09.368693+00:00,2026-09-25T15:03:09.368693+00:00,91.005,True,ok
7,2026-09-25T13:34:04.731184+00:00,83,0,83,0,2026-09-25T15:03:09.623708+00:00,2026-09-25T15:03:09.713713+00:00,2026-09-25T15:03:09.713713+00:00,90.005,True,ok
8,2026-09-25T13:34:05.074065+00:00,83,0,83,0,2026-09-25T15:03:09.968728+00:00,2026-09-25T15:03:10.056733+00:00,2026-09-25T15:03:10.056733+00:00,88.005,True,ok
9,2026-09-25T13:34:05.466554+00:00,83,0,83,0,2026-09-25T15:03:10.322748+00:00,2026-09-25T15:03:10.424754+00:00,2026-09-25T15:03:10.424754+00:00,102.006,True,ok
10,2026-09-25T13:34:05.944707+00:00,83,0,83,0,2026-09-25T15:03:10.702770+00:00,2026-09-25T15:03:10.907781+00:00,2026-09-25T15:03:10.907781+00:00,205.011,True,ok
11,2026-09-25T13:34:06.350060+00:00,83,0,83,0,2026-09-25T15:03:11.182797+00:00,2026-09-25T15:03:11.283803+00:00,2026-09-25T15:03:11.283803+00:00,101.006,True,ok
12,2026-09-25T13:34:06.708720+00:00,83,0,83,0,2026-09-25T15:03:11.587820+00:00,2026-09-25T15:03:11.681826+00:00,2026-09-25T15:03:11.681826+00:00,94.006,True,ok
13,2026-09-25T13:34:07.133336+00:00,83,0,83,0,2026-09-25T15:03:12.025845+00:00,2026-09-25T15:03:12.115850+00:00,2026-09-25T15:03:12.115850+00:00,90.005,True,ok
14,2026-09-25T13:34:07.500732+00:00,83,0,83,0,2026-09-25T15:03:12.372865+00:00,2026-09-25T15:03:12.475871+00:00,2026-09-25T15:03:12.475871+00:00,103.006,True,ok
15,2026-09-25T13:34:07.945746+00:00,83,0,83,0,2026-09-25T15:03:12.737886+00:00,2026-09-25T15:03:12.832891+00:00,2026-09-25T15:03:12.832891+00:00,95.00500000000001,True,ok
16,2026-09-25T13:34:08.317732+00:00,83,0,83,0,2026-09-25T15:03:13.185912+00:00,2026-09-25T15:03:13.283917+00:00,2026-09-25T15:03:13.283917+00:00,98.005,True,ok
17,2026-09-25T13:34:08.685815+00:00,83,0,83,0,2026-09-25T15:03:13.554933+00:00,2026-09-25T15:03:13.651938+00:00,2026-09-25T15:03:13.651938+00:00,97.005,True,ok
18,2026-09-25T13:34:09.067797+00:00,83,0,83,0,2026-09-25T15:03:13.949955+00:00,2026-09-25T15:03:14.049961+00:00,2026-09-25T15:03:14.049961+00:00,100.006,True,ok
19,2026-09-25T13:34:09.427109+00:00,83,0,83,0,2026-09-25T15:03:14.307976+00:00,2026-09-25T15:03:14.401981+00:00,2026-09-25T15:03:14.401981+00:00,94.00500000000001,True,ok
20,2026-09-25T13:34:09.948674+00:00,83,0,83,0,2026-09-25T15:03:14.762002+00:00,2026-09-25T15:03:14.931011+00:00,2026-09-25T15:03:14.931011+00:00,169.009,True,ok
21,2026-09-25T13:34:10.311992+00:00,83,0,83,0,2026-09-25T15:03:15.186026+00:00,2026-09-25T15:03:15.276031+00:00,2026-09-25T15:03:15.276031+00:00,90.005,True,ok
22,2026-09-25T13:34:10.709685+00:00,83,0,83,0,2026-09-25T15:03:15.552047+00:00,2026-09-25T15:03:15.690055+00:00,2026-09-25T15:03:15.690055+00:00,138.00799999999998,True,ok
23,2026-09-25T13:34:11.086278+00:00,83,0,83,0,2026-09-25T15:03:15.979071+00:00,2026-09-25T15:03:16.068076+00:00,2026-09-25T15:03:16.068076+00:00,89.005,True,ok
24,2026-09-25T13:34:11.454205+00:00,83,0,83,0,2026-09-25T15:03:16.328091+00:00,2026-09-25T15:03:16.431097+00:00,2026-09-25T15:03:16.431097+00:00,103.006,True,ok
25,2026-09-25T13:34:11.852096+00:00,83,0,83,0,2026-09-25T15:03:16.704113+00:00,2026-09-25T15:03:16.834120+00:00,2026-09-25T15:03:16.834120+00:00,130.007,True,ok
26,2026-09-25T13:34:12.255972+00:00,83,0,83,0,2026-09-25T15:03:17.146138+00:00,2026-09-25T15:03:17.238143+00:00,2026-09-25T15:03:17.238143+00:00,92.00500000000001,True,ok
