snapshot_id,timestamp,good_count,bad_count,source_timestamp_count,server_timestamp_count,source_min_timestamp,source_max_timestamp,source_timestamp_reference,sync_spread_ms,connected,health
2,2026-09-25T11:05:34.493219+00:00,83,0,83,0,2026-09-25T12:34:39.869099+00:00,2026-09-25T12:34:39.957104+00:00,2026-09-25T12:34:39.957104+00:00,88.005,True,ok
4,2026-09-25T11:05:35.203137+00:00,83,0,83,0,2026-09-25T12:34:40.581140+00:00,2026-09-25T12:34:40.667145+00:00,2026-09-25T12:34:40.667145+00:00,86.005,True,ok
6,2026-09-25T11:05:35.916921+00:00,83,0,83,0,2026-09-25T12:34:41.294181+00:00,2026-09-25T12:34:41.380185+00:00,2026-09-25T12:34:41.380185+00:00,86.00399999999999,True,ok
9,2026-09-25T11:05:36.949681+00:00,83,0,83,0,2026-09-25T12:34:42.324239+00:00,2026-09-25T12:34:42.413245+00:00,2026-09-25T12:34:42.413245+00:00,89.006,True,ok
12,2026-09-25T11:05:38.051467+00:00,83,0,83,0,2026-09-25T12:34:43.420302+00:00,2026-09-25T12:34:43.514308+00:00,2026-09-25T12:34:43.514308+00:00,94.006,True,ok
14,2026-09-25T11:05:38.767960+00:00,83,0,83,0,2026-09-25T12:34:44.143344+00:00,2026-09-25T12:34:44.231349+00:00,2026-09-25T12:34:44.231349+00:00,88.005,True,ok
17,2026-09-25T11:05:39.860050+00:00,83,0,83,0,2026-09-25T12:34:45.228406+00:00,2026-09-25T12:34:45.323411+00:00,2026-09-25T12:34:45.323411+00:00,95.00500000000001,True,ok
20,2026-09-25T11:05:40.955707+00:00,83,0,83,0,2026-09-25T12:34:46.326468+00:00,2026-09-25T12:34:46.419474+00:00,2026-09-25T12:34:46.419474+00:00,93.006,True,ok
22,2026-09-25T11:05:41.769357+00:00,83,0,83,0,2026-09-25T12:34:47.056510+00:00,2026-09-25T12:34:47.152516+00:00,2026-09-25T12:34:47.152516+00:00,96.006,True,ok
25,2026-09-25T11:05:43.033874+00:00,83,0,83,0,2026-09-25T12:34:48.325583+00:00,2026-09-25T12:34:48.496593+00:00,2026-09-25T12:34:48.496593+00:00,171.01,True,ok
27,2026-09-25T11:05:43.926169+00:00,83,0,83,0,2026-09-25T12:34:49.298638+00:00,2026-09-25T12:34:49.389644+00:00,2026-09-25T12:34:49.389644+00:00,91.006,True,ok
30,2026-09-25T11:05:45.001259+00:00,83,0,83,0,2026-09-25T12:34:50.364699+00:00,2026-09-25T12:34:50.464705+00:00,2026-09-25T12:34:50.464705+00:00,100.006,True,ok
32,2026-09-25T11:05:45.886489+00:00,83,0,83,0,2026-09-25T12:34:51.257750+00:00,2026-09-25T12:34:51.349756+00:00,2026-09-25T12:34:51.349756+00:00,92.006,True,ok
35,2026-09-25T11:05:46.956539+00:00,83,0,83,0,2026-09-25T12:34:52.329812+00:00,2026-09-25T12:34:52.419817+00:00,2026-09-25T12:34:52.419817+00:00,90.005,True,ok
37,2026-09-25T11:05:47.820843+00:00,83,0,83,0,2026-09-25T12:34:53.068854+00:00,2026-09-25T12:34:53.164860+00:00,2026-09-25T12:34:53.164860+00:00,96.006,True,ok
40,2026-09-25T11:05:48.914904+00:00,83,0,83,0,2026-09-25T12:34:54.287924+00:00,2026-09-25T12:34:54.377929+00:00,2026-09-25T12:34:54.377929+00:00,90.005,True,ok
43,2026-09-25T11:05:50.010786+00:00,83,0,83,0,2026-09-25T12:34:55.384987+00:00,2026-09-25T12:34:55.473992+00:00,2026-09-25T12:34:55.473992+00:00,89.005,True,ok
45,2026-09-25T11:05:50.727742+00:00,83,0,83,0,2026-09-25T12:34:56.103028+00:00,2026-09-25T12:34:56.191033+00:00,2026-09-25T12:34:56.191033+00:00,88.005,True,ok
48,2026-09-25T11:05:51.876944+00:00,83,0,83,0,2026-09-25T12:34:57.247093+00:00,2026-09-25T12:34:57.340098+00:00,2026-09-25T12:34:57.340098+00:00,93.00500000000001,True,ok
51,2026-09-25T11:05:52.974823+00:00,83,0,83,0,2026-09-25T12:34:58.327155+00:00,2026-09-25T12:34:58.436161+00:00,2026-09-25T12:34:58.436161+00:00,109.006,True,ok
53,2026-09-25T11:05:53.886167+00:00,83,0,83,0,2026-09-25T12:34:59.253208+00:00,2026-09-25T12:34:59.349213+00:00,2026-09-25T12:34:59.349213+00:00,96.005,True,ok
56,2026-09-25T11:05:54.996029+00:00,83,0,83,0,2026-09-25T12:35:00.349270+00:00,2026-09-25T12:35:00.458277+00:00,2026-09-25T12:35:00.458277+00:00,109.007,True,ok
59,2026-09-25T11:05:56.026811+00:00,83,0,83,0,2026-09-25T12:35:01.401331+00:00,2026-09-25T12:35:01.489336+00:00,2026-09-25T12:35:01.489336+00:00,88.005,True,ok
61,2026-09-25T11:05:56.873576+00:00,83,0,83,0,2026-09-25T12:35:02.247379+00:00,2026-09-25T12:35:02.336384+00:00,2026-09-25T12:35:02.336384+00:00,89.005,True,ok
64,2026-09-25T11:05:57.979926+00:00,83,0,83,0,2026-09-25T12:35:03.355442+00:00,2026-09-25T12:35:03.442447+00:00,2026-09-25T12:35:03.442447+00:00,87.005,True,ok
66,2026-09-25T11:05:58.854807+00:00,83,0,83,0,2026-09-25T12:35:04.069483+00:00,2026-09-25T12:35:04.183490+00:00,2026-09-25T12:35:04.183490+00:00,114.00699999999999,True,ok
69,2026-09-25T11:05:59.943011+00:00,83,0,83,0,2026-09-25T12:35:05.291553+00:00,2026-09-25T12:35:05.405560+00:00,2026-09-25T12:35:05.405560+00:00,114.00699999999999,True,ok
