snapshot_id,timestamp,source_timestamp_reference,sync_spread_ms,ms.turntable.transfer,ms.turntable.conveyor,ms.sensor.conveyor,ms.turntable.saw,ms.transfer.turntable,ms.oven.slider_inside,ms.oven.slider_outside,ms.transfer.oven,ms.sensor.oven,ms.motor.turntable_cw,ms.motor.turntable_ccw,ms.motor.conveyor,ms.motor.saw,ms.motor.slider_in,ms.motor.slider_out,ms.motor.transfer_oven,ms.motor.transfer_turntable,ms.process.burn,ms.air.compressor,ms.valve.vacuum,ms.valve.transfer,ms.valve.oven_door,ms.valve.ejector,hbw.ref.horizontal,hbw.sensor.inside,hbw.sensor.outside,hbw.ref.vertical,hbw.ref.cantilever_front,hbw.ref.cantilever_back,hbw.sensor.trail_bottom,hbw.sensor.trail_top,hbw.motor.conveyor_forward,hbw.motor.conveyor_backward,hbw.motor.crane_rack,hbw.motor.crane_conveyor,hbw.motor.crane_down,hbw.motor.crane_up,hbw.motor.cantilever_forward,hbw.motor.cantilever_backward,hbw.encoder.horizontal1,hbw.encoder.horizontal2,hbw.encoder.vertical1,hbw.encoder.vertical2,c.ref.vertical,c.ref.horizontal,c.ref.rotate,c.motor.up,c.motor.down,c.motor.backward,c.motor.forward,c.motor.cw,c.motor.ccw,c.air.compressor,c.valve.vacuum,c.encoder.vertical1,c.encoder.vertical2,c.encoder.horizontal1,c.encoder.horizontal2,c.encoder.rotate1,c.encoder.rotate2,pm.sensor.entry,pm.sensor.tool,pm.ref.top,pm.ref.bottom,pm.motor.conveyor_forward,pm.motor.conveyor_backward,pm.motor.tool_up,pm.motor.tool_down,sl.sensor.pulse,sl.sensor.before_color,sl.sensor.after_color,sl.sensor.white,sl.sensor.red,sl.sensor.blue,sl.motor.conveyor,sl.air.compressor,sl.valve.white,sl.valve.red,sl.valve.blue,sl.sensor.color_value,local.crane_coord_h,local.crane_coord_v,local.crane_coord_r,ms.turntable.transfer.source_ts,ms.turntable.conveyor.source_ts,ms.sensor.conveyor.source_ts,ms.turntable.saw.source_ts,ms.transfer.turntable.source_ts,ms.oven.slider_inside.source_ts,ms.oven.slider_outside.source_ts,ms.transfer.oven.source_ts,ms.sensor.oven.source_ts,ms.motor.turntable_cw.source_ts,ms.motor.turntable_ccw.source_ts,ms.motor.conveyor.source_ts,ms.motor.saw.source_ts,ms.motor.slider_in.source_ts,ms.motor.slider_out.source_ts,ms.motor.transfer_oven.source_ts,ms.motor.transfer_turntable.source_ts,ms.process.burn.source_ts,ms.air.compressor.source_ts,ms.valve.vacuum.source_ts,ms.valve.transfer.source_ts,ms.valve.oven_door.source_ts,ms.valve.ejector.source_ts,hbw.ref.horizontal.source_ts,hbw.sensor.inside.source_ts,hbw.sensor.outside.source_ts,hbw.ref.vertical.source_ts,hbw.ref.cantilever_front.source_ts,hbw.ref.cantilever_back.source_ts,hbw.sensor.trail_bottom.source_ts,hbw.sensor.trail_top.source_ts,hbw.motor.conveyor_forward.source_ts,hbw.motor.conveyor_backward.source_ts,hbw.motor.crane_rack.source_ts,hbw.motor.crane_conveyor.source_ts,hbw.motor.crane_down.source_ts,hbw.motor.crane_up.source_ts,hbw.motor.cantilever_forward.source_ts,hbw.motor.cantilever_backward.source_ts,hbw.encoder.horizontal1.source_ts,hbw.encoder.horizontal2.source_ts,hbw.encoder.vertical1.source_ts,hbw.encoder.vertical2.source_ts,c.ref.vertical.source_ts,c.ref.horizontal.source_ts,c.ref.rotate.source_ts,c.motor.up.source_ts,c.motor.down.source_ts,c.motor.backward.source_ts,c.motor.forward.source_ts,c.motor.cw.source_ts,c.motor.ccw.source_ts,c.air.compressor.source_ts,c.valve.vacuum.source_ts,c.encoder.vertical1.source_ts,c.encoder.vertical2.source_ts,c.encoder.horizontal1.source_ts,c.encoder.horizontal2.source_ts,c.encoder.rotate1.source_ts,c.encoder.rotate2.source_ts,pm.sensor.entry.source_ts,pm.sensor.tool.source_ts,pm.ref.top.source_ts,pm.ref.bottom.source_ts,pm.motor.conveyor_forward.source_ts,pm.motor.conveyor_backward.source_ts,pm.motor.tool_up.source_ts,pm.motor.tool_down.source_ts,sl.sensor.pulse.source_ts,sl.sensor.before_color.source_ts,sl.sensor.after_color.source_ts,sl.sensor.white.source_ts,sl.sensor.red.source_ts,sl.sensor.blue.source_ts,sl.motor.conveyor.source_ts,sl.air.compressor.source_ts,sl.valve.white.source_ts,sl.valve.red.source_ts,sl.valve.blue.source_ts,sl.sensor.color_value.source_ts,local.crane_coord_h.source_ts,local.crane_coord_v.source_ts,local.crane_coord_r.source_ts,analysis_timestamp,sample_interval_s,sample_rate_hz,sim.oven_temperature_c,region.HBW.active,region.Crane.active,region.MS.active,region.PM.active,region.SL.active,physical.ms.sensor.oven.active,physical.ms.sensor.conveyor.active,physical.sl.sensor.before_color.active,physical.sl.sensor.after_color.active,physical.sl.sensor.white.active,physical.sl.sensor.red.active,physical.sl.sensor.blue.active,physical.pm.sensor.entry.active,physical.pm.sensor.tool.active,physical.hbw.sensor.inside.active,physical.hbw.sensor.outside.active
1,2026-09-25 13:39:38.152300+00:00,2026-09-25 15:08:43.116783+00:00,92.006,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,0,0,0,0,2026-09-25 15:08:43.024777+00:00,2026-09-25 15:08:43.025777+00:00,2026-09-25 15:08:43.026777+00:00,2026-09-25 15:08:43.027777+00:00,2026-09-25 15:08:43.028778+00:00,2026-09-25 15:08:43.029778+00:00,2026-09-25 15:08:43.030778+00:00,2026-09-25 15:08:43.031778+00:00,2026-09-25 15:08:43.032778+00:00,2026-09-25 15:08:43.033778+00:00,2026-09-25 15:08:43.035778+00:00,2026-09-25 15:08:43.036778+00:00,2026-09-25 15:08:43.037778+00:00,2026-09-25 15:08:43.038778+00:00,2026-09-25 15:08:43.039778+00:00,2026-09-25 15:08:43.040778+00:00,2026-09-25 15:08:43.041778+00:00,2026-09-25 15:08:43.042778+00:00,2026-09-25 15:08:43.043778+00:00,2026-09-25 15:08:43.044778+00:00,2026-09-25 15:08:43.045779+00:00,2026-09-25 15:08:43.046779+00:00,2026-09-25 15:08:43.047779+00:00,2026-09-25 15:08:43.048779+00:00,2026-09-25 15:08:43.049779+00:00,2026-09-25 15:08:43.050779+00:00,2026-09-25 15:08:43.078780+00:00,2026-09-25 15:08:43.067780+00:00,2026-09-25 15:08:43.068780+00:00,2026-09-25 15:08:43.057779+00:00,2026-09-25 15:08:43.058779+00:00,2026-09-25 15:08:43.059779+00:00,2026-09-25 15:08:43.060779+00:00,2026-09-25 15:08:43.061779+00:00,2026-09-25 15:08:43.062779+00:00,2026-09-25 15:08:43.063780+00:00,2026-09-25 15:08:43.064780+00:00,2026-09-25 15:08:43.052779+00:00,2026-09-25 15:08:43.054779+00:00,2026-09-25 15:08:43.056779+00:00,2026-09-25 15:08:43.069780+00:00,2026-09-25 15:08:43.070780+00:00,2026-09-25 15:08:43.085781+00:00,2026-09-25 15:08:43.073780+00:00,2026-09-25 15:08:43.074780+00:00,2026-09-25 15:08:43.075780+00:00,2026-09-25 15:08:43.076780+00:00,2026-09-25 15:08:43.077780+00:00,2026-09-25 15:08:43.066780+00:00,2026-09-25 15:08:43.079780+00:00,2026-09-25 15:08:43.080781+00:00,2026-09-25 15:08:43.095781+00:00,2026-09-25 15:08:43.084781+00:00,2026-09-25 15:08:43.072780+00:00,2026-09-25 15:08:43.099782+00:00,2026-09-25 15:08:43.088781+00:00,2026-09-25 15:08:43.089781+00:00,2026-09-25 15:08:43.090781+00:00,2026-09-25 15:08:43.091781+00:00,2026-09-25 15:08:43.092781+00:00,2026-09-25 15:08:43.093781+00:00,2026-09-25 15:08:43.094781+00:00,2026-09-25 15:08:43.082781+00:00,2026-09-25 15:08:43.108782+00:00,2026-09-25 15:08:43.098782+00:00,2026-09-25 15:08:43.087781+00:00,2026-09-25 15:08:43.100782+00:00,2026-09-25 15:08:43.101782+00:00,2026-09-25 15:08:43.102782+00:00,2026-09-25 15:08:43.103782+00:00,2026-09-25 15:08:43.104782+00:00,2026-09-25 15:08:43.105782+00:00,2026-09-25 15:08:43.106782+00:00,2026-09-25 15:08:43.107782+00:00,2026-09-25 15:08:43.097781+00:00,2026-09-25 15:08:43.109782+00:00,2026-09-25 15:08:43.110782+00:00,2026-09-25 15:08:43.111782+00:00,2026-09-25 15:08:43.112782+00:00,2026-09-25 15:08:43.113782+00:00,2026-09-25 15:08:43.114782+00:00,2026-09-25 15:08:43.115783+00:00,2026-09-25 15:08:43.116783+00:00,2026-09-25 15:08:43.116783+00:00,,,180.0,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False
2,2026-09-25 13:39:38.501604+00:00,2026-09-25 15:08:43.465803+00:00,93.006,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,0,0,0,0,2026-09-25 15:08:43.372797+00:00,2026-09-25 15:08:43.374797+00:00,2026-09-25 15:08:43.376797+00:00,2026-09-25 15:08:43.378798+00:00,2026-09-25 15:08:43.391798+00:00,2026-09-25 15:08:43.381798+00:00,2026-09-25 15:08:43.382798+00:00,2026-09-25 15:08:43.383798+00:00,2026-09-25 15:08:43.384798+00:00,2026-09-25 15:08:43.385798+00:00,2026-09-25 15:08:43.386798+00:00,2026-09-25 15:08:43.387798+00:00,2026-09-25 15:08:43.388798+00:00,2026-09-25 15:08:43.389798+00:00,2026-09-25 15:08:43.390798+00:00,2026-09-25 15:08:43.380798+00:00,2026-09-25 15:08:43.393798+00:00,2026-09-25 15:08:43.394798+00:00,2026-09-25 15:08:43.395799+00:00,2026-09-25 15:08:43.396799+00:00,2026-09-25 15:08:43.398799+00:00,2026-09-25 15:08:43.399799+00:00,2026-09-25 15:08:43.400799+00:00,2026-09-25 15:08:43.401799+00:00,2026-09-25 15:08:43.402799+00:00,2026-09-25 15:08:43.404799+00:00,2026-09-25 15:08:43.405799+00:00,2026-09-25 15:08:43.406799+00:00,2026-09-25 15:08:43.407799+00:00,2026-09-25 15:08:43.408799+00:00,2026-09-25 15:08:43.410799+00:00,2026-09-25 15:08:43.411799+00:00,2026-09-25 15:08:43.412800+00:00,2026-09-25 15:08:43.413800+00:00,2026-09-25 15:08:43.414800+00:00,2026-09-25 15:08:43.415800+00:00,2026-09-25 15:08:43.416800+00:00,2026-09-25 15:08:43.417800+00:00,2026-09-25 15:08:43.418800+00:00,2026-09-25 15:08:43.419800+00:00,2026-09-25 15:08:43.420800+00:00,2026-09-25 15:08:43.421800+00:00,2026-09-25 15:08:43.422800+00:00,2026-09-25 15:08:43.423800+00:00,2026-09-25 15:08:43.436801+00:00,2026-09-25 15:08:43.426800+00:00,2026-09-25 15:08:43.427800+00:00,2026-09-25 15:08:43.428800+00:00,2026-09-25 15:08:43.429800+00:00,2026-09-25 15:08:43.430801+00:00,2026-09-25 15:08:43.431801+00:00,2026-09-25 15:08:43.432801+00:00,2026-09-25 15:08:43.433801+00:00,2026-09-25 15:08:43.434801+00:00,2026-09-25 15:08:43.435801+00:00,2026-09-25 15:08:43.425800+00:00,2026-09-25 15:08:43.437801+00:00,2026-09-25 15:08:43.438801+00:00,2026-09-25 15:08:43.439801+00:00,2026-09-25 15:08:43.440801+00:00,2026-09-25 15:08:43.441801+00:00,2026-09-25 15:08:43.442801+00:00,2026-09-25 15:08:43.443801+00:00,2026-09-25 15:08:43.445801+00:00,2026-09-25 15:08:43.446801+00:00,2026-09-25 15:08:43.447802+00:00,2026-09-25 15:08:43.448802+00:00,2026-09-25 15:08:43.449802+00:00,2026-09-25 15:08:43.450802+00:00,2026-09-25 15:08:43.451802+00:00,2026-09-25 15:08:43.452802+00:00,2026-09-25 15:08:43.453802+00:00,2026-09-25 15:08:43.454802+00:00,2026-09-25 15:08:43.456802+00:00,2026-09-25 15:08:43.457802+00:00,2026-09-25 15:08:43.458802+00:00,2026-09-25 15:08:43.459802+00:00,2026-09-25 15:08:43.460802+00:00,2026-09-25 15:08:43.461802+00:00,2026-09-25 15:08:43.462802+00:00,2026-09-25 15:08:43.463802+00:00,2026-09-25 15:08:43.464802+00:00,2026-09-25 15:08:43.465803+00:00,2026-09-25 15:08:43.465803+00:00,0.349304,2.862835810640588,180.0848649440788,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False
3,2026-09-25 13:39:38.967400+00:00,2026-09-25 15:08:43.931829+00:00,178.01,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,0,0,0,0,2026-09-25 15:08:43.767820+00:00,2026-09-25 15:08:43.769820+00:00,2026-09-25 15:08:43.771820+00:00,2026-09-25 15:08:43.773820+00:00,2026-09-25 15:08:43.753819+00:00,2026-09-25 15:08:43.777820+00:00,2026-09-25 15:08:43.757819+00:00,2026-09-25 15:08:43.781821+00:00,2026-09-25 15:08:43.783821+00:00,2026-09-25 15:08:43.807822+00:00,2026-09-25 15:08:43.809822+00:00,2026-09-25 15:08:43.789821+00:00,2026-09-25 15:08:43.791821+00:00,2026-09-25 15:08:43.793821+00:00,2026-09-25 15:08:43.795821+00:00,2026-09-25 15:08:43.797822+00:00,2026-09-25 15:08:43.799822+00:00,2026-09-25 15:08:43.801822+00:00,2026-09-25 15:08:43.803822+00:00,2026-09-25 15:08:43.805822+00:00,2026-09-25 15:08:43.785821+00:00,2026-09-25 15:08:43.787821+00:00,2026-09-25 15:08:43.811822+00:00,2026-09-25 15:08:43.813822+00:00,2026-09-25 15:08:43.815823+00:00,2026-09-25 15:08:43.817823+00:00,2026-09-25 15:08:43.819823+00:00,2026-09-25 15:08:43.821823+00:00,2026-09-25 15:08:43.823823+00:00,2026-09-25 15:08:43.825823+00:00,2026-09-25 15:08:43.827823+00:00,2026-09-25 15:08:43.829823+00:00,2026-09-25 15:08:43.831823+00:00,2026-09-25 15:08:43.833824+00:00,2026-09-25 15:08:43.835824+00:00,2026-09-25 15:08:43.837824+00:00,2026-09-25 15:08:43.839824+00:00,2026-09-25 15:08:43.841824+00:00,2026-09-25 15:08:43.843824+00:00,2026-09-25 15:08:43.845824+00:00,2026-09-25 15:08:43.847824+00:00,2026-09-25 15:08:43.849825+00:00,2026-09-25 15:08:43.851825+00:00,2026-09-25 15:08:43.853825+00:00,2026-09-25 15:08:43.855825+00:00,2026-09-25 15:08:43.857825+00:00,2026-09-25 15:08:43.859825+00:00,2026-09-25 15:08:43.861825+00:00,2026-09-25 15:08:43.863825+00:00,2026-09-25 15:08:43.887827+00:00,2026-09-25 15:08:43.867826+00:00,2026-09-25 15:08:43.869826+00:00,2026-09-25 15:08:43.871826+00:00,2026-09-25 15:08:43.873826+00:00,2026-09-25 15:08:43.875826+00:00,2026-09-25 15:08:43.877826+00:00,2026-09-25 15:08:43.879826+00:00,2026-09-25 15:08:43.881826+00:00,2026-09-25 15:08:43.883826+00:00,2026-09-25 15:08:43.885827+00:00,2026-09-25 15:08:43.865825+00:00,2026-09-25 15:08:43.889827+00:00,2026-09-25 15:08:43.891827+00:00,2026-09-25 15:08:43.893827+00:00,2026-09-25 15:08:43.895827+00:00,2026-09-25 15:08:43.897827+00:00,2026-09-25 15:08:43.899827+00:00,2026-09-25 15:08:43.901827+00:00,2026-09-25 15:08:43.903828+00:00,2026-09-25 15:08:43.905828+00:00,2026-09-25 15:08:43.907828+00:00,2026-09-25 15:08:43.909828+00:00,2026-09-25 15:08:43.911828+00:00,2026-09-25 15:08:43.913828+00:00,2026-09-25 15:08:43.915828+00:00,2026-09-25 15:08:43.917828+00:00,2026-09-25 15:08:43.919829+00:00,2026-09-25 15:08:43.921829+00:00,2026-09-25 15:08:43.923829+00:00,2026-09-25 15:08:43.925829+00:00,2026-09-25 15:08:43.927829+00:00,2026-09-25 15:08:43.929829+00:00,2026-09-25 15:08:43.931829+00:00,2026-09-25 15:08:43.931829+00:00,0.465796,2.146862575032847,180.19792136025023,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False
4,2026-09-25 13:39:39.374735+00:00,2026-09-25 15:08:44.338852+00:00,118.006,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,1,0,0,0,2026-09-25 15:08:44.255848+00:00,2026-09-25 15:08:44.238847+00:00,2026-09-25 15:08:44.240847+00:00,2026-09-25 15:08:44.220846+00:00,2026-09-25 15:08:44.243847+00:00,2026-09-25 15:08:44.244847+00:00,2026-09-25 15:08:44.245847+00:00,2026-09-25 15:08:44.247847+00:00,2026-09-25 15:08:44.249847+00:00,2026-09-25 15:08:44.251848+00:00,2026-09-25 15:08:44.274849+00:00,2026-09-25 15:08:44.236847+00:00,2026-09-25 15:08:44.276849+00:00,2026-09-25 15:08:44.259848+00:00,2026-09-25 15:08:44.261848+00:00,2026-09-25 15:08:44.263848+00:00,2026-09-25 15:08:44.265848+00:00,2026-09-25 15:08:44.267848+00:00,2026-09-25 15:08:44.269849+00:00,2026-09-25 15:08:44.271849+00:00,2026-09-25 15:08:44.272849+00:00,2026-09-25 15:08:44.253848+00:00,2026-09-25 15:08:44.275849+00:00,2026-09-25 15:08:44.257848+00:00,2026-09-25 15:08:44.277849+00:00,2026-09-25 15:08:44.278849+00:00,2026-09-25 15:08:44.279849+00:00,2026-09-25 15:08:44.280849+00:00,2026-09-25 15:08:44.281849+00:00,2026-09-25 15:08:44.294850+00:00,2026-09-25 15:08:44.284849+00:00,2026-09-25 15:08:44.285849+00:00,2026-09-25 15:08:44.286850+00:00,2026-09-25 15:08:44.287850+00:00,2026-09-25 15:08:44.288850+00:00,2026-09-25 15:08:44.289850+00:00,2026-09-25 15:08:44.290850+00:00,2026-09-25 15:08:44.291850+00:00,2026-09-25 15:08:44.292850+00:00,2026-09-25 15:08:44.293850+00:00,2026-09-25 15:08:44.283849+00:00,2026-09-25 15:08:44.295850+00:00,2026-09-25 15:08:44.296850+00:00,2026-09-25 15:08:44.309851+00:00,2026-09-25 15:08:44.310851+00:00,2026-09-25 15:08:44.311851+00:00,2026-09-25 15:08:44.312851+00:00,2026-09-25 15:08:44.313851+00:00,2026-09-25 15:08:44.303850+00:00,2026-09-25 15:08:44.315851+00:00,2026-09-25 15:08:44.305851+00:00,2026-09-25 15:08:44.306851+00:00,2026-09-25 15:08:44.307851+00:00,2026-09-25 15:08:44.308851+00:00,2026-09-25 15:08:44.297850+00:00,2026-09-25 15:08:44.298850+00:00,2026-09-25 15:08:44.299850+00:00,2026-09-25 15:08:44.300850+00:00,2026-09-25 15:08:44.302850+00:00,2026-09-25 15:08:44.314851+00:00,2026-09-25 15:08:44.304851+00:00,2026-09-25 15:08:44.316851+00:00,2026-09-25 15:08:44.317851+00:00,2026-09-25 15:08:44.318851+00:00,2026-09-25 15:08:44.319851+00:00,2026-09-25 15:08:44.320851+00:00,2026-09-25 15:08:44.321852+00:00,2026-09-25 15:08:44.322852+00:00,2026-09-25 15:08:44.323852+00:00,2026-09-25 15:08:44.324852+00:00,2026-09-25 15:08:44.326852+00:00,2026-09-25 15:08:44.327852+00:00,2026-09-25 15:08:44.328852+00:00,2026-09-25 15:08:44.329852+00:00,2026-09-25 15:08:44.330852+00:00,2026-09-25 15:08:44.331852+00:00,2026-09-25 15:08:44.332852+00:00,2026-09-25 15:08:44.333852+00:00,2026-09-25 15:08:44.334852+00:00,2026-09-25 15:08:44.335852+00:00,2026-09-25 15:08:44.336852+00:00,2026-09-25 15:08:44.337852+00:00,2026-09-25 15:08:44.338852+00:00,2026-09-25 15:08:44.338852+00:00,0.407335,2.4549817717603446,180.29616847254982,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False
5,2026-09-25 13:39:39.742929+00:00,2026-09-25 15:08:44.701873+00:00,106.006,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,0,0,0,0,2026-09-25 15:08:44.595867+00:00,2026-09-25 15:08:44.620869+00:00,2026-09-25 15:08:44.621869+00:00,2026-09-25 15:08:44.622869+00:00,2026-09-25 15:08:44.634869+00:00,2026-09-25 15:08:44.624869+00:00,2026-09-25 15:08:44.636870+00:00,2026-09-25 15:08:44.626869+00:00,2026-09-25 15:08:44.627869+00:00,2026-09-25 15:08:44.628869+00:00,2026-09-25 15:08:44.629869+00:00,2026-09-25 15:08:44.630869+00:00,2026-09-25 15:08:44.631869+00:00,2026-09-25 15:08:44.632869+00:00,2026-09-25 15:08:44.633869+00:00,2026-09-25 15:08:44.623869+00:00,2026-09-25 15:08:44.635869+00:00,2026-09-25 15:08:44.625869+00:00,2026-09-25 15:08:44.637870+00:00,2026-09-25 15:08:44.638870+00:00,2026-09-25 15:08:44.639870+00:00,2026-09-25 15:08:44.640870+00:00,2026-09-25 15:08:44.652870+00:00,2026-09-25 15:08:44.642870+00:00,2026-09-25 15:08:44.643870+00:00,2026-09-25 15:08:44.644870+00:00,2026-09-25 15:08:44.645870+00:00,2026-09-25 15:08:44.646870+00:00,2026-09-25 15:08:44.647870+00:00,2026-09-25 15:08:44.648870+00:00,2026-09-25 15:08:44.649870+00:00,2026-09-25 15:08:44.650870+00:00,2026-09-25 15:08:44.651870+00:00,2026-09-25 15:08:44.641870+00:00,2026-09-25 15:08:44.653871+00:00,2026-09-25 15:08:44.654871+00:00,2026-09-25 15:08:44.655871+00:00,2026-09-25 15:08:44.656871+00:00,2026-09-25 15:08:44.657871+00:00,2026-09-25 15:08:44.658871+00:00,2026-09-25 15:08:44.659871+00:00,2026-09-25 15:08:44.660871+00:00,2026-09-25 15:08:44.661871+00:00,2026-09-25 15:08:44.662871+00:00,2026-09-25 15:08:44.663871+00:00,2026-09-25 15:08:44.664871+00:00,2026-09-25 15:08:44.665871+00:00,2026-09-25 15:08:44.666871+00:00,2026-09-25 15:08:44.667871+00:00,2026-09-25 15:08:44.668871+00:00,2026-09-25 15:08:44.669871+00:00,2026-09-25 15:08:44.670871+00:00,2026-09-25 15:08:44.671872+00:00,2026-09-25 15:08:44.672872+00:00,2026-09-25 15:08:44.673872+00:00,2026-09-25 15:08:44.674872+00:00,2026-09-25 15:08:44.675872+00:00,2026-09-25 15:08:44.676872+00:00,2026-09-25 15:08:44.677872+00:00,2026-09-25 15:08:44.678872+00:00,2026-09-25 15:08:44.679872+00:00,2026-09-25 15:08:44.680872+00:00,2026-09-25 15:08:44.681872+00:00,2026-09-25 15:08:44.693873+00:00,2026-09-25 15:08:44.683872+00:00,2026-09-25 15:08:44.684872+00:00,2026-09-25 15:08:44.685872+00:00,2026-09-25 15:08:44.686872+00:00,2026-09-25 15:08:44.687872+00:00,2026-09-25 15:08:44.688873+00:00,2026-09-25 15:08:44.700873+00:00,2026-09-25 15:08:44.701873+00:00,2026-09-25 15:08:44.691873+00:00,2026-09-25 15:08:44.692873+00:00,2026-09-25 15:08:44.682872+00:00,2026-09-25 15:08:44.694873+00:00,2026-09-25 15:08:44.695873+00:00,2026-09-25 15:08:44.696873+00:00,2026-09-25 15:08:44.697873+00:00,2026-09-25 15:08:44.698873+00:00,2026-09-25 15:08:44.699873+00:00,2026-09-25 15:08:44.689873+00:00,2026-09-25 15:08:44.690873+00:00,2026-09-25 15:08:44.701873+00:00,0.368194,2.7159595213392937,180.38320460277563,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False
