snapshot_id,timestamp,good_count,bad_count,source_timestamp_count,server_timestamp_count,source_min_timestamp,source_max_timestamp,source_timestamp_reference,sync_spread_ms,connected,health
88,2026-09-25T11:11:34.711263+00:00,83,0,83,0,2026-09-25T12:40:40.062701+00:00,2026-09-25T12:40:40.153706+00:00,2026-09-25T12:40:40.153706+00:00,91.005,True,ok
89,2026-09-25T11:11:35.179722+00:00,83,0,83,0,2026-09-25T12:40:40.420721+00:00,2026-09-25T12:40:40.610732+00:00,2026-09-25T12:40:40.610732+00:00,190.01100000000002,True,ok
91,2026-09-25T11:11:36.092864+00:00,83,0,83,0,2026-09-25T12:40:41.303772+00:00,2026-09-25T12:40:41.398777+00:00,2026-09-25T12:40:41.398777+00:00,95.00500000000001,True,ok
94,2026-09-25T11:11:37.231890+00:00,83,0,83,0,2026-09-25T12:40:42.585845+00:00,2026-09-25T12:40:42.675850+00:00,2026-09-25T12:40:42.675850+00:00,90.005,True,ok
96,2026-09-25T11:11:38.070214+00:00,83,0,83,0,2026-09-25T12:40:43.420893+00:00,2026-09-25T12:40:43.513898+00:00,2026-09-25T12:40:43.513898+00:00,93.00500000000001,True,ok
99,2026-09-25T11:11:39.167342+00:00,83,0,83,0,2026-09-25T12:40:44.519956+00:00,2026-09-25T12:40:44.610961+00:00,2026-09-25T12:40:44.610961+00:00,91.005,True,ok
100,2026-09-25T11:11:39.568420+00:00,83,0,83,0,2026-09-25T12:40:44.871976+00:00,2026-09-25T12:40:44.977982+00:00,2026-09-25T12:40:44.977982+00:00,106.006,True,ok
102,2026-09-25T11:11:40.274498+00:00,83,0,83,0,2026-09-25T12:40:45.625019+00:00,2026-09-25T12:40:45.718024+00:00,2026-09-25T12:40:45.718024+00:00,93.00500000000001,True,ok
103,2026-09-25T11:11:40.628853+00:00,83,0,83,0,2026-09-25T12:40:45.976039+00:00,2026-09-25T12:40:46.069044+00:00,2026-09-25T12:40:46.069044+00:00,93.00500000000001,True,ok
104,2026-09-25T11:11:41.046987+00:00,83,0,83,0,2026-09-25T12:40:46.353061+00:00,2026-09-25T12:40:46.450066+00:00,2026-09-25T12:40:46.450066+00:00,97.005,True,ok
106,2026-09-25T11:11:41.972987+00:00,83,0,83,0,2026-09-25T12:40:47.233111+00:00,2026-09-25T12:40:47.335117+00:00,2026-09-25T12:40:47.335117+00:00,102.006,True,ok
109,2026-09-25T11:11:43.272485+00:00,83,0,83,0,2026-09-25T12:40:48.625191+00:00,2026-09-25T12:40:48.715196+00:00,2026-09-25T12:40:48.715196+00:00,90.005,True,ok
110,2026-09-25T11:11:43.700590+00:00,83,0,83,0,2026-09-25T12:40:48.994212+00:00,2026-09-25T12:40:49.141220+00:00,2026-09-25T12:40:49.141220+00:00,147.008,True,ok
112,2026-09-25T11:11:44.579341+00:00,83,0,83,0,2026-09-25T12:40:49.776257+00:00,2026-09-25T12:40:49.925265+00:00,2026-09-25T12:40:49.925265+00:00,149.008,True,ok
114,2026-09-25T11:11:45.383882+00:00,83,0,83,0,2026-09-25T12:40:50.738312+00:00,2026-09-25T12:40:50.827317+00:00,2026-09-25T12:40:50.827317+00:00,89.005,True,ok
116,2026-09-25T11:11:46.158026+00:00,83,0,83,0,2026-09-25T12:40:51.514356+00:00,2026-09-25T12:40:51.601361+00:00,2026-09-25T12:40:51.601361+00:00,87.005,True,ok
119,2026-09-25T11:11:47.195650+00:00,83,0,83,0,2026-09-25T12:40:52.549415+00:00,2026-09-25T12:40:52.638420+00:00,2026-09-25T12:40:52.638420+00:00,89.005,True,ok
121,2026-09-25T11:11:48.040406+00:00,83,0,83,0,2026-09-25T12:40:53.274457+00:00,2026-09-25T12:40:53.378463+00:00,2026-09-25T12:40:53.378463+00:00,104.006,True,ok
124,2026-09-25T11:11:49.147623+00:00,83,0,83,0,2026-09-25T12:40:54.497527+00:00,2026-09-25T12:40:54.590532+00:00,2026-09-25T12:40:54.590532+00:00,93.00500000000001,True,ok
127,2026-09-25T11:11:50.252224+00:00,83,0,83,0,2026-09-25T12:40:55.601590+00:00,2026-09-25T12:40:55.694595+00:00,2026-09-25T12:40:55.694595+00:00,93.00500000000001,True,ok
129,2026-09-25T11:11:51.156579+00:00,83,0,83,0,2026-09-25T12:40:56.501641+00:00,2026-09-25T12:40:56.599647+00:00,2026-09-25T12:40:56.599647+00:00,98.006,True,ok
131,2026-09-25T11:11:51.993813+00:00,83,0,83,0,2026-09-25T12:40:57.339689+00:00,2026-09-25T12:40:57.436695+00:00,2026-09-25T12:40:57.436695+00:00,97.006,True,ok
134,2026-09-25T11:11:53.226718+00:00,83,0,83,0,2026-09-25T12:40:58.495755+00:00,2026-09-25T12:40:58.669765+00:00,2026-09-25T12:40:58.669765+00:00,174.01,True,ok
137,2026-09-25T11:11:54.275380+00:00,83,0,83,0,2026-09-25T12:40:59.628820+00:00,2026-09-25T12:40:59.717825+00:00,2026-09-25T12:40:59.717825+00:00,89.005,True,ok
139,2026-09-25T11:11:55.111731+00:00,83,0,83,0,2026-09-25T12:41:00.463868+00:00,2026-09-25T12:41:00.554873+00:00,2026-09-25T12:41:00.554873+00:00,91.005,True,ok
142,2026-09-25T11:11:56.229917+00:00,83,0,83,0,2026-09-25T12:41:01.576931+00:00,2026-09-25T12:41:01.671937+00:00,2026-09-25T12:41:01.671937+00:00,95.006,True,ok
144,2026-09-25T11:11:56.952321+00:00,83,0,83,0,2026-09-25T12:41:02.302973+00:00,2026-09-25T12:41:02.394978+00:00,2026-09-25T12:41:02.394978+00:00,92.00500000000001,True,ok
147,2026-09-25T11:11:58.109383+00:00,83,0,83,0,2026-09-25T12:41:03.457039+00:00,2026-09-25T12:41:03.552044+00:00,2026-09-25T12:41:03.552044+00:00,95.00500000000001,True,ok
149,2026-09-25T11:11:58.969433+00:00,83,0,83,0,2026-09-25T12:41:04.318088+00:00,2026-09-25T12:41:04.412094+00:00,2026-09-25T12:41:04.412094+00:00,94.006,True,ok
152,2026-09-25T11:12:00.101875+00:00,83,0,83,0,2026-09-25T12:41:05.443153+00:00,2026-09-25T12:41:05.544158+00:00,2026-09-25T12:41:05.544158+00:00,101.005,True,ok
155,2026-09-25T11:12:01.195572+00:00,83,0,83,0,2026-09-25T12:41:06.548216+00:00,2026-09-25T12:41:06.638221+00:00,2026-09-25T12:41:06.638221+00:00,90.005,True,ok
