snapshot_id,timestamp,good_count,bad_count,source_timestamp_count,server_timestamp_count,source_min_timestamp,source_max_timestamp,source_timestamp_reference,sync_spread_ms,connected,health
1,2026-09-25T13:28:04.833938+00:00,83,0,83,0,2026-09-25T14:57:09.637118+00:00,2026-09-25T14:57:09.836129+00:00,2026-09-25T14:57:09.836129+00:00,199.011,True,ok
2,2026-09-25T13:28:05.183434+00:00,83,0,83,0,2026-09-25T14:57:10.091144+00:00,2026-09-25T14:57:10.185149+00:00,2026-09-25T14:57:10.185149+00:00,94.00500000000001,True,ok
3,2026-09-25T13:28:05.557122+00:00,83,0,83,0,2026-09-25T14:57:10.444164+00:00,2026-09-25T14:57:10.537169+00:00,2026-09-25T14:57:10.537169+00:00,93.00500000000001,True,ok
4,2026-09-25T13:28:05.913440+00:00,83,0,83,0,2026-09-25T14:57:10.818185+00:00,2026-09-25T14:57:10.915191+00:00,2026-09-25T14:57:10.915191+00:00,97.006,True,ok
5,2026-09-25T13:28:06.258976+00:00,83,0,83,0,2026-09-25T14:57:11.169205+00:00,2026-09-25T14:57:11.261211+00:00,2026-09-25T14:57:11.261211+00:00,92.006,True,ok
6,2026-09-25T13:28:06.601983+00:00,83,0,83,0,2026-09-25T14:57:11.514225+00:00,2026-09-25T14:57:11.604230+00:00,2026-09-25T14:57:11.604230+00:00,90.005,True,ok
7,2026-09-25T13:28:06.944323+00:00,83,0,83,0,2026-09-25T14:57:11.858245+00:00,2026-09-25T14:57:11.946250+00:00,2026-09-25T14:57:11.946250+00:00,88.005,True,ok
8,2026-09-25T13:28:07.325506+00:00,83,0,83,0,2026-09-25T14:57:12.214265+00:00,2026-09-25T14:57:12.315271+00:00,2026-09-25T14:57:12.315271+00:00,101.006,True,ok
9,2026-09-25T13:28:07.831880+00:00,83,0,83,0,2026-09-25T14:57:12.624289+00:00,2026-09-25T14:57:12.718294+00:00,2026-09-25T14:57:12.718294+00:00,94.00500000000001,True,ok
10,2026-09-25T13:28:08.196823+00:00,83,0,83,0,2026-09-25T14:57:13.091315+00:00,2026-09-25T14:57:13.189321+00:00,2026-09-25T14:57:13.189321+00:00,98.006,True,ok
11,2026-09-25T13:28:08.560720+00:00,83,0,83,0,2026-09-25T14:57:13.453336+00:00,2026-09-25T14:57:13.543341+00:00,2026-09-25T14:57:13.543341+00:00,90.005,True,ok
12,2026-09-25T13:28:08.973202+00:00,83,0,83,0,2026-09-25T14:57:13.887361+00:00,2026-09-25T14:57:13.975366+00:00,2026-09-25T14:57:13.975366+00:00,88.005,True,ok
13,2026-09-25T13:28:09.350760+00:00,83,0,83,0,2026-09-25T14:57:14.258382+00:00,2026-09-25T14:57:14.350387+00:00,2026-09-25T14:57:14.350387+00:00,92.00500000000001,True,ok
14,2026-09-25T13:28:09.730802+00:00,83,0,83,0,2026-09-25T14:57:14.610402+00:00,2026-09-25T14:57:14.712408+00:00,2026-09-25T14:57:14.712408+00:00,102.006,True,ok
15,2026-09-25T13:28:10.079126+00:00,83,0,83,0,2026-09-25T14:57:14.987424+00:00,2026-09-25T14:57:15.080429+00:00,2026-09-25T14:57:15.080429+00:00,93.00500000000001,True,ok
16,2026-09-25T13:28:10.448379+00:00,83,0,83,0,2026-09-25T14:57:15.360445+00:00,2026-09-25T14:57:15.447450+00:00,2026-09-25T14:57:15.447450+00:00,87.005,True,ok
17,2026-09-25T13:28:10.791936+00:00,83,0,83,0,2026-09-25T14:57:15.704465+00:00,2026-09-25T14:57:15.793470+00:00,2026-09-25T14:57:15.793470+00:00,89.005,True,ok
18,2026-09-25T13:28:11.147704+00:00,83,0,83,0,2026-09-25T14:57:16.047484+00:00,2026-09-25T14:57:16.138490+00:00,2026-09-25T14:57:16.138490+00:00,91.006,True,ok
19,2026-09-25T13:28:11.498498+00:00,83,0,83,0,2026-09-25T14:57:16.403505+00:00,2026-09-25T14:57:16.494510+00:00,2026-09-25T14:57:16.494510+00:00,91.005,True,ok
20,2026-09-25T13:28:11.860729+00:00,83,0,83,0,2026-09-25T14:57:16.772526+00:00,2026-09-25T14:57:16.862531+00:00,2026-09-25T14:57:16.862531+00:00,90.005,True,ok
21,2026-09-25T13:28:12.234407+00:00,83,0,83,0,2026-09-25T14:57:17.117546+00:00,2026-09-25T14:57:17.210551+00:00,2026-09-25T14:57:17.210551+00:00,93.00500000000001,True,ok
22,2026-09-25T13:28:12.617869+00:00,83,0,83,0,2026-09-25T14:57:17.491567+00:00,2026-09-25T14:57:17.618574+00:00,2026-09-25T14:57:17.618574+00:00,127.007,True,ok
23,2026-09-25T13:28:13.078797+00:00,83,0,83,0,2026-09-25T14:57:17.983595+00:00,2026-09-25T14:57:18.080601+00:00,2026-09-25T14:57:18.080601+00:00,97.006,True,ok
24,2026-09-25T13:28:13.491539+00:00,83,0,83,0,2026-09-25T14:57:18.335615+00:00,2026-09-25T14:57:18.455622+00:00,2026-09-25T14:57:18.455622+00:00,120.007,True,ok
25,2026-09-25T13:28:13.854956+00:00,83,0,83,0,2026-09-25T14:57:18.760640+00:00,2026-09-25T14:57:18.856645+00:00,2026-09-25T14:57:18.856645+00:00,96.005,True,ok
26,2026-09-25T13:28:14.236277+00:00,83,0,83,0,2026-09-25T14:57:19.111660+00:00,2026-09-25T14:57:19.222666+00:00,2026-09-25T14:57:19.222666+00:00,111.006,True,ok
27,2026-09-25T13:28:14.709655+00:00,83,0,83,0,2026-09-25T14:57:19.505682+00:00,2026-09-25T14:57:19.695693+00:00,2026-09-25T14:57:19.695693+00:00,190.01100000000002,True,ok
28,2026-09-25T13:28:15.075072+00:00,83,0,83,0,2026-09-25T14:57:19.965709+00:00,2026-09-25T14:57:20.076715+00:00,2026-09-25T14:57:20.076715+00:00,111.006,True,ok
29,2026-09-25T13:28:15.449835+00:00,83,0,83,0,2026-09-25T14:57:20.333730+00:00,2026-09-25T14:57:20.425735+00:00,2026-09-25T14:57:20.425735+00:00,92.00500000000001,True,ok
30,2026-09-25T13:28:15.856812+00:00,83,0,83,0,2026-09-25T14:57:20.711751+00:00,2026-09-25T14:57:20.813757+00:00,2026-09-25T14:57:20.813757+00:00,102.006,True,ok
31,2026-09-25T13:28:16.221075+00:00,83,0,83,0,2026-09-25T14:57:21.113774+00:00,2026-09-25T14:57:21.207780+00:00,2026-09-25T14:57:21.207780+00:00,94.006,True,ok
32,2026-09-25T13:28:16.593252+00:00,83,0,83,0,2026-09-25T14:57:21.495796+00:00,2026-09-25T14:57:21.586801+00:00,2026-09-25T14:57:21.586801+00:00,91.005,True,ok
33,2026-09-25T13:28:16.982280+00:00,83,0,83,0,2026-09-25T14:57:21.889819+00:00,2026-09-25T14:57:21.983824+00:00,2026-09-25T14:57:21.983824+00:00,94.00500000000001,True,ok
34,2026-09-25T13:28:17.355568+00:00,83,0,83,0,2026-09-25T14:57:22.247839+00:00,2026-09-25T14:57:22.352845+00:00,2026-09-25T14:57:22.352845+00:00,105.006,True,ok
35,2026-09-25T13:28:17.770638+00:00,83,0,83,0,2026-09-25T14:57:22.616860+00:00,2026-09-25T14:57:22.711866+00:00,2026-09-25T14:57:22.711866+00:00,95.006,True,ok
36,2026-09-25T13:28:18.119102+00:00,83,0,83,0,2026-09-25T14:57:23.025884+00:00,2026-09-25T14:57:23.119889+00:00,2026-09-25T14:57:23.119889+00:00,94.00500000000001,True,ok
37,2026-09-25T13:28:18.499841+00:00,83,0,83,0,2026-09-25T14:57:23.375904+00:00,2026-09-25T14:57:23.496911+00:00,2026-09-25T14:57:23.496911+00:00,121.007,True,ok
38,2026-09-25T13:28:18.864432+00:00,83,0,83,0,2026-09-25T14:57:23.771926+00:00,2026-09-25T14:57:23.865932+00:00,2026-09-25T14:57:23.865932+00:00,94.006,True,ok
39,2026-09-25T13:28:19.247581+00:00,83,0,83,0,2026-09-25T14:57:24.120946+00:00,2026-09-25T14:57:24.219952+00:00,2026-09-25T14:57:24.219952+00:00,99.006,True,ok
40,2026-09-25T13:28:19.657603+00:00,83,0,83,0,2026-09-25T14:57:24.505968+00:00,2026-09-25T14:57:24.624975+00:00,2026-09-25T14:57:24.624975+00:00,119.007,True,ok
