snapshot_id,timestamp,source_timestamp_reference,sync_spread_ms,ms.turntable.transfer.source_ts,ms.turntable.transfer.server_ts,ms.turntable.conveyor.source_ts,ms.turntable.conveyor.server_ts,ms.sensor.conveyor.source_ts,ms.sensor.conveyor.server_ts,ms.turntable.saw.source_ts,ms.turntable.saw.server_ts,ms.transfer.turntable.source_ts,ms.transfer.turntable.server_ts,ms.oven.slider_inside.source_ts,ms.oven.slider_inside.server_ts,ms.oven.slider_outside.source_ts,ms.oven.slider_outside.server_ts,ms.transfer.oven.source_ts,ms.transfer.oven.server_ts,ms.sensor.oven.source_ts,ms.sensor.oven.server_ts,ms.motor.turntable_cw.source_ts,ms.motor.turntable_cw.server_ts,ms.motor.turntable_ccw.source_ts,ms.motor.turntable_ccw.server_ts,ms.motor.conveyor.source_ts,ms.motor.conveyor.server_ts,ms.motor.saw.source_ts,ms.motor.saw.server_ts,ms.motor.slider_in.source_ts,ms.motor.slider_in.server_ts,ms.motor.slider_out.source_ts,ms.motor.slider_out.server_ts,ms.motor.transfer_oven.source_ts,ms.motor.transfer_oven.server_ts,ms.motor.transfer_turntable.source_ts,ms.motor.transfer_turntable.server_ts,ms.process.burn.source_ts,ms.process.burn.server_ts,ms.air.compressor.source_ts,ms.air.compressor.server_ts,ms.valve.vacuum.source_ts,ms.valve.vacuum.server_ts,ms.valve.transfer.source_ts,ms.valve.transfer.server_ts,ms.valve.oven_door.source_ts,ms.valve.oven_door.server_ts,ms.valve.ejector.source_ts,ms.valve.ejector.server_ts,hbw.ref.horizontal.source_ts,hbw.ref.horizontal.server_ts,hbw.sensor.inside.source_ts,hbw.sensor.inside.server_ts,hbw.sensor.outside.source_ts,hbw.sensor.outside.server_ts,hbw.ref.vertical.source_ts,hbw.ref.vertical.server_ts,hbw.ref.cantilever_front.source_ts,hbw.ref.cantilever_front.server_ts,hbw.ref.cantilever_back.source_ts,hbw.ref.cantilever_back.server_ts,hbw.sensor.trail_bottom.source_ts,hbw.sensor.trail_bottom.server_ts,hbw.sensor.trail_top.source_ts,hbw.sensor.trail_top.server_ts,hbw.motor.conveyor_forward.source_ts,hbw.motor.conveyor_forward.server_ts,hbw.motor.conveyor_backward.source_ts,hbw.motor.conveyor_backward.server_ts,hbw.motor.crane_rack.source_ts,hbw.motor.crane_rack.server_ts,hbw.motor.crane_conveyor.source_ts,hbw.motor.crane_conveyor.server_ts,hbw.motor.crane_down.source_ts,hbw.motor.crane_down.server_ts,hbw.motor.crane_up.source_ts,hbw.motor.crane_up.server_ts,hbw.motor.cantilever_forward.source_ts,hbw.motor.cantilever_forward.server_ts,hbw.motor.cantilever_backward.source_ts,hbw.motor.cantilever_backward.server_ts,hbw.encoder.horizontal1.source_ts,hbw.encoder.horizontal1.server_ts,hbw.encoder.horizontal2.source_ts,hbw.encoder.horizontal2.server_ts,hbw.encoder.vertical1.source_ts,hbw.encoder.vertical1.server_ts,hbw.encoder.vertical2.source_ts,hbw.encoder.vertical2.server_ts,c.ref.vertical.source_ts,c.ref.vertical.server_ts,c.ref.horizontal.source_ts,c.ref.horizontal.server_ts,c.ref.rotate.source_ts,c.ref.rotate.server_ts,c.motor.up.source_ts,c.motor.up.server_ts,c.motor.down.source_ts,c.motor.down.server_ts,c.motor.backward.source_ts,c.motor.backward.server_ts,c.motor.forward.source_ts,c.motor.forward.server_ts,c.motor.cw.source_ts,c.motor.cw.server_ts,c.motor.ccw.source_ts,c.motor.ccw.server_ts,c.air.compressor.source_ts,c.air.compressor.server_ts,c.valve.vacuum.source_ts,c.valve.vacuum.server_ts,c.encoder.vertical1.source_ts,c.encoder.vertical1.server_ts,c.encoder.vertical2.source_ts,c.encoder.vertical2.server_ts,c.encoder.horizontal1.source_ts,c.encoder.horizontal1.server_ts,c.encoder.horizontal2.source_ts,c.encoder.horizontal2.server_ts,c.encoder.rotate1.source_ts,c.encoder.rotate1.server_ts,c.encoder.rotate2.source_ts,c.encoder.rotate2.server_ts,pm.sensor.entry.source_ts,pm.sensor.entry.server_ts,pm.sensor.tool.source_ts,pm.sensor.tool.server_ts,pm.ref.top.source_ts,pm.ref.top.server_ts,pm.ref.bottom.source_ts,pm.ref.bottom.server_ts,pm.motor.conveyor_forward.source_ts,pm.motor.conveyor_forward.server_ts,pm.motor.conveyor_backward.source_ts,pm.motor.conveyor_backward.server_ts,pm.motor.tool_up.source_ts,pm.motor.tool_up.server_ts,pm.motor.tool_down.source_ts,pm.motor.tool_down.server_ts,sl.sensor.pulse.source_ts,sl.sensor.pulse.server_ts,sl.sensor.before_color.source_ts,sl.sensor.before_color.server_ts,sl.sensor.after_color.source_ts,sl.sensor.after_color.server_ts,sl.sensor.white.source_ts,sl.sensor.white.server_ts,sl.sensor.red.source_ts,sl.sensor.red.server_ts,sl.sensor.blue.source_ts,sl.sensor.blue.server_ts,sl.motor.conveyor.source_ts,sl.motor.conveyor.server_ts,sl.air.compressor.source_ts,sl.air.compressor.server_ts,sl.valve.white.source_ts,sl.valve.white.server_ts,sl.valve.red.source_ts,sl.valve.red.server_ts,sl.valve.blue.source_ts,sl.valve.blue.server_ts,sl.sensor.color_value.source_ts,sl.sensor.color_value.server_ts,local.crane_coord_h.source_ts,local.crane_coord_h.server_ts,local.crane_coord_v.source_ts,local.crane_coord_v.server_ts,local.crane_coord_r.source_ts,local.crane_coord_r.server_ts
1,2026-09-25T10:57:56.001354+00:00,2026-09-25T12:27:01.490881+00:00,142.00799999999998,2026-09-25T12:27:01.348873+00:00,,2026-09-25T12:27:01.353873+00:00,,2026-09-25T12:27:01.365874+00:00,,2026-09-25T12:27:01.355874+00:00,,2026-09-25T12:27:01.381875+00:00,,2026-09-25T12:27:01.382875+00:00,,2026-09-25T12:27:01.369874+00:00,,2026-09-25T12:27:01.359874+00:00,,2026-09-25T12:27:01.370874+00:00,,2026-09-25T12:27:01.372875+00:00,,2026-09-25T12:27:01.373875+00:00,,2026-09-25T12:27:01.374875+00:00,,2026-09-25T12:27:01.375875+00:00,,2026-09-25T12:27:01.380875+00:00,,2026-09-25T12:27:01.368874+00:00,,2026-09-25T12:27:01.386875+00:00,,2026-09-25T12:27:01.404876+00:00,,2026-09-25T12:27:01.383875+00:00,,2026-09-25T12:27:01.396876+00:00,,2026-09-25T12:27:01.397876+00:00,,2026-09-25T12:27:01.423877+00:00,,2026-09-25T12:27:01.389876+00:00,,2026-09-25T12:27:01.425878+00:00,,2026-09-25T12:27:01.390876+00:00,,2026-09-25T12:27:01.392876+00:00,,2026-09-25T12:27:01.393876+00:00,,2026-09-25T12:27:01.394876+00:00,,2026-09-25T12:27:01.395876+00:00,,2026-09-25T12:27:01.398876+00:00,,2026-09-25T12:27:01.413877+00:00,,2026-09-25T12:27:01.414877+00:00,,2026-09-25T12:27:01.405876+00:00,,2026-09-25T12:27:01.406877+00:00,,2026-09-25T12:27:01.407877+00:00,,2026-09-25T12:27:01.408877+00:00,,2026-09-25T12:27:01.409877+00:00,,2026-09-25T12:27:01.422877+00:00,,2026-09-25T12:27:01.399876+00:00,,2026-09-25T12:27:01.400876+00:00,,2026-09-25T12:27:01.402876+00:00,,2026-09-25T12:27:01.403876+00:00,,2026-09-25T12:27:01.415877+00:00,,2026-09-25T12:27:01.416877+00:00,,2026-09-25T12:27:01.442879+00:00,,2026-09-25T12:27:01.420877+00:00,,2026-09-25T12:27:01.455879+00:00,,2026-09-25T12:27:01.434878+00:00,,2026-09-25T12:27:01.411877+00:00,,2026-09-25T12:27:01.437878+00:00,,2026-09-25T12:27:01.450879+00:00,,2026-09-25T12:27:01.440878+00:00,,2026-09-25T12:27:01.452879+00:00,,2026-09-25T12:27:01.431878+00:00,,2026-09-25T12:27:01.445879+00:00,,2026-09-25T12:27:01.435878+00:00,,2026-09-25T12:27:01.448879+00:00,,2026-09-25T12:27:01.426878+00:00,,2026-09-25T12:27:01.451879+00:00,,2026-09-25T12:27:01.432878+00:00,,2026-09-25T12:27:01.456879+00:00,,2026-09-25T12:27:01.469880+00:00,,2026-09-25T12:27:01.459880+00:00,,2026-09-25T12:27:01.472880+00:00,,2026-09-25T12:27:01.453879+00:00,,2026-09-25T12:27:01.490881+00:00,,2026-09-25T12:27:01.480881+00:00,,2026-09-25T12:27:01.461880+00:00,,2026-09-25T12:27:01.485881+00:00,,2026-09-25T12:27:01.475880+00:00,,2026-09-25T12:27:01.464880+00:00,,2026-09-25T12:27:01.466880+00:00,,2026-09-25T12:27:01.479881+00:00,,2026-09-25T12:27:01.458879+00:00,,2026-09-25T12:27:01.482881+00:00,,2026-09-25T12:27:01.483881+00:00,,2026-09-25T12:27:01.474880+00:00,,2026-09-25T12:27:01.477881+00:00,,2026-09-25T12:27:01.478881+00:00,,2026-09-25T12:27:01.481881+00:00,,2026-09-25T12:27:01.489881+00:00,,2026-09-25T12:27:01.486881+00:00,,2026-09-25T12:27:01.476881+00:00,,2026-09-25T12:27:01.488881+00:00,
4,2026-09-25T10:57:57.044951+00:00,2026-09-25T12:27:02.532941+00:00,95.006,2026-09-25T12:27:02.437935+00:00,,2026-09-25T12:27:02.449936+00:00,,2026-09-25T12:27:02.450936+00:00,,2026-09-25T12:27:02.451936+00:00,,2026-09-25T12:27:02.452936+00:00,,2026-09-25T12:27:02.453936+00:00,,2026-09-25T12:27:02.454936+00:00,,2026-09-25T12:27:02.466937+00:00,,2026-09-25T12:27:02.456937+00:00,,2026-09-25T12:27:02.457937+00:00,,2026-09-25T12:27:02.458937+00:00,,2026-09-25T12:27:02.459937+00:00,,2026-09-25T12:27:02.471937+00:00,,2026-09-25T12:27:02.472937+00:00,,2026-09-25T12:27:02.473938+00:00,,2026-09-25T12:27:02.485938+00:00,,2026-09-25T12:27:02.475938+00:00,,2026-09-25T12:27:02.465937+00:00,,2026-09-25T12:27:02.455937+00:00,,2026-09-25T12:27:02.467937+00:00,,2026-09-25T12:27:02.468937+00:00,,2026-09-25T12:27:02.469937+00:00,,2026-09-25T12:27:02.481938+00:00,,2026-09-25T12:27:02.460937+00:00,,2026-09-25T12:27:02.461937+00:00,,2026-09-25T12:27:02.462937+00:00,,2026-09-25T12:27:02.463937+00:00,,2026-09-25T12:27:02.476938+00:00,,2026-09-25T12:27:02.477938+00:00,,2026-09-25T12:27:02.478938+00:00,,2026-09-25T12:27:02.479938+00:00,,2026-09-25T12:27:02.480938+00:00,,2026-09-25T12:27:02.470937+00:00,,2026-09-25T12:27:02.482938+00:00,,2026-09-25T12:27:02.483938+00:00,,2026-09-25T12:27:02.484938+00:00,,2026-09-25T12:27:02.474938+00:00,,2026-09-25T12:27:02.486938+00:00,,2026-09-25T12:27:02.487938+00:00,,2026-09-25T12:27:02.488938+00:00,,2026-09-25T12:27:02.489938+00:00,,2026-09-25T12:27:02.490939+00:00,,2026-09-25T12:27:02.491939+00:00,,2026-09-25T12:27:02.492939+00:00,,2026-09-25T12:27:02.493939+00:00,,2026-09-25T12:27:02.494939+00:00,,2026-09-25T12:27:02.495939+00:00,,2026-09-25T12:27:02.496939+00:00,,2026-09-25T12:27:02.497939+00:00,,2026-09-25T12:27:02.498939+00:00,,2026-09-25T12:27:02.499939+00:00,,2026-09-25T12:27:02.500939+00:00,,2026-09-25T12:27:02.512940+00:00,,2026-09-25T12:27:02.502939+00:00,,2026-09-25T12:27:02.503939+00:00,,2026-09-25T12:27:02.504939+00:00,,2026-09-25T12:27:02.505939+00:00,,2026-09-25T12:27:02.506939+00:00,,2026-09-25T12:27:02.507939+00:00,,2026-09-25T12:27:02.508940+00:00,,2026-09-25T12:27:02.509940+00:00,,2026-09-25T12:27:02.510940+00:00,,2026-09-25T12:27:02.511940+00:00,,2026-09-25T12:27:02.501939+00:00,,2026-09-25T12:27:02.513940+00:00,,2026-09-25T12:27:02.525941+00:00,,2026-09-25T12:27:02.515940+00:00,,2026-09-25T12:27:02.516940+00:00,,2026-09-25T12:27:02.517940+00:00,,2026-09-25T12:27:02.518940+00:00,,2026-09-25T12:27:02.519940+00:00,,2026-09-25T12:27:02.520940+00:00,,2026-09-25T12:27:02.521940+00:00,,2026-09-25T12:27:02.522940+00:00,,2026-09-25T12:27:02.523940+00:00,,2026-09-25T12:27:02.524940+00:00,,2026-09-25T12:27:02.526941+00:00,,2026-09-25T12:27:02.527941+00:00,,2026-09-25T12:27:02.528941+00:00,,2026-09-25T12:27:02.529941+00:00,,2026-09-25T12:27:02.530941+00:00,,2026-09-25T12:27:02.531941+00:00,,2026-09-25T12:27:02.532941+00:00,
6,2026-09-25T10:57:57.777841+00:00,2026-09-25T12:27:03.263983+00:00,98.006,2026-09-25T12:27:03.165977+00:00,,2026-09-25T12:27:03.178978+00:00,,2026-09-25T12:27:03.179978+00:00,,2026-09-25T12:27:03.180978+00:00,,2026-09-25T12:27:03.181978+00:00,,2026-09-25T12:27:03.182978+00:00,,2026-09-25T12:27:03.183978+00:00,,2026-09-25T12:27:03.184978+00:00,,2026-09-25T12:27:03.185978+00:00,,2026-09-25T12:27:03.186978+00:00,,2026-09-25T12:27:03.187978+00:00,,2026-09-25T12:27:03.199979+00:00,,2026-09-25T12:27:03.189979+00:00,,2026-09-25T12:27:03.190979+00:00,,2026-09-25T12:27:03.191979+00:00,,2026-09-25T12:27:03.192979+00:00,,2026-09-25T12:27:03.193979+00:00,,2026-09-25T12:27:03.194979+00:00,,2026-09-25T12:27:03.195979+00:00,,2026-09-25T12:27:03.196979+00:00,,2026-09-25T12:27:03.197979+00:00,,2026-09-25T12:27:03.198979+00:00,,2026-09-25T12:27:03.188978+00:00,,2026-09-25T12:27:03.200979+00:00,,2026-09-25T12:27:03.201979+00:00,,2026-09-25T12:27:03.202979+00:00,,2026-09-25T12:27:03.203979+00:00,,2026-09-25T12:27:03.204979+00:00,,2026-09-25T12:27:03.205979+00:00,,2026-09-25T12:27:03.206979+00:00,,2026-09-25T12:27:03.207980+00:00,,2026-09-25T12:27:03.208980+00:00,,2026-09-25T12:27:03.209980+00:00,,2026-09-25T12:27:03.210980+00:00,,2026-09-25T12:27:03.211980+00:00,,2026-09-25T12:27:03.212980+00:00,,2026-09-25T12:27:03.213980+00:00,,2026-09-25T12:27:03.226981+00:00,,2026-09-25T12:27:03.215980+00:00,,2026-09-25T12:27:03.216980+00:00,,2026-09-25T12:27:03.217980+00:00,,2026-09-25T12:27:03.218980+00:00,,2026-09-25T12:27:03.219980+00:00,,2026-09-25T12:27:03.220980+00:00,,2026-09-25T12:27:03.221980+00:00,,2026-09-25T12:27:03.222980+00:00,,2026-09-25T12:27:03.223980+00:00,,2026-09-25T12:27:03.224981+00:00,,2026-09-25T12:27:03.214980+00:00,,2026-09-25T12:27:03.227981+00:00,,2026-09-25T12:27:03.228981+00:00,,2026-09-25T12:27:03.229981+00:00,,2026-09-25T12:27:03.230981+00:00,,2026-09-25T12:27:03.231981+00:00,,2026-09-25T12:27:03.232981+00:00,,2026-09-25T12:27:03.233981+00:00,,2026-09-25T12:27:03.234981+00:00,,2026-09-25T12:27:03.236981+00:00,,2026-09-25T12:27:03.237981+00:00,,2026-09-25T12:27:03.238981+00:00,,2026-09-25T12:27:03.239981+00:00,,2026-09-25T12:27:03.240981+00:00,,2026-09-25T12:27:03.241981+00:00,,2026-09-25T12:27:03.242982+00:00,,2026-09-25T12:27:03.243982+00:00,,2026-09-25T12:27:03.244982+00:00,,2026-09-25T12:27:03.245982+00:00,,2026-09-25T12:27:03.246982+00:00,,2026-09-25T12:27:03.247982+00:00,,2026-09-25T12:27:03.248982+00:00,,2026-09-25T12:27:03.249982+00:00,,2026-09-25T12:27:03.263983+00:00,,2026-09-25T12:27:03.253982+00:00,,2026-09-25T12:27:03.254982+00:00,,2026-09-25T12:27:03.255982+00:00,,2026-09-25T12:27:03.256982+00:00,,2026-09-25T12:27:03.257982+00:00,,2026-09-25T12:27:03.258982+00:00,,2026-09-25T12:27:03.259983+00:00,,2026-09-25T12:27:03.260983+00:00,,2026-09-25T12:27:03.261983+00:00,,2026-09-25T12:27:03.262983+00:00,,2026-09-25T12:27:03.251982+00:00,
7,2026-09-25T10:57:58.151485+00:00,2026-09-25T12:27:03.640004+00:00,113.006,2026-09-25T12:27:03.526998+00:00,,2026-09-25T12:27:03.554999+00:00,,2026-09-25T12:27:03.555999+00:00,,2026-09-25T12:27:03.557000+00:00,,2026-09-25T12:27:03.558000+00:00,,2026-09-25T12:27:03.559000+00:00,,2026-09-25T12:27:03.560000+00:00,,2026-09-25T12:27:03.561000+00:00,,2026-09-25T12:27:03.562000+00:00,,2026-09-25T12:27:03.563000+00:00,,2026-09-25T12:27:03.564000+00:00,,2026-09-25T12:27:03.577001+00:00,,2026-09-25T12:27:03.566000+00:00,,2026-09-25T12:27:03.567000+00:00,,2026-09-25T12:27:03.568000+00:00,,2026-09-25T12:27:03.569000+00:00,,2026-09-25T12:27:03.570000+00:00,,2026-09-25T12:27:03.571000+00:00,,2026-09-25T12:27:03.572000+00:00,,2026-09-25T12:27:03.573000+00:00,,2026-09-25T12:27:03.574000+00:00,,2026-09-25T12:27:03.575001+00:00,,2026-09-25T12:27:03.565000+00:00,,2026-09-25T12:27:03.578001+00:00,,2026-09-25T12:27:03.579001+00:00,,2026-09-25T12:27:03.580001+00:00,,2026-09-25T12:27:03.581001+00:00,,2026-09-25T12:27:03.582001+00:00,,2026-09-25T12:27:03.583001+00:00,,2026-09-25T12:27:03.584001+00:00,,2026-09-25T12:27:03.585001+00:00,,2026-09-25T12:27:03.586001+00:00,,2026-09-25T12:27:03.587001+00:00,,2026-09-25T12:27:03.588001+00:00,,2026-09-25T12:27:03.589001+00:00,,2026-09-25T12:27:03.590001+00:00,,2026-09-25T12:27:03.591001+00:00,,2026-09-25T12:27:03.592002+00:00,,2026-09-25T12:27:03.593002+00:00,,2026-09-25T12:27:03.595002+00:00,,2026-09-25T12:27:03.607002+00:00,,2026-09-25T12:27:03.608002+00:00,,2026-09-25T12:27:03.598002+00:00,,2026-09-25T12:27:03.599002+00:00,,2026-09-25T12:27:03.600002+00:00,,2026-09-25T12:27:03.601002+00:00,,2026-09-25T12:27:03.602002+00:00,,2026-09-25T12:27:03.603002+00:00,,2026-09-25T12:27:03.604002+00:00,,2026-09-25T12:27:03.605002+00:00,,2026-09-25T12:27:03.606002+00:00,,2026-09-25T12:27:03.596002+00:00,,2026-09-25T12:27:03.597002+00:00,,2026-09-25T12:27:03.621003+00:00,,2026-09-25T12:27:03.610003+00:00,,2026-09-25T12:27:03.611003+00:00,,2026-09-25T12:27:03.613003+00:00,,2026-09-25T12:27:03.625003+00:00,,2026-09-25T12:27:03.615003+00:00,,2026-09-25T12:27:03.616003+00:00,,2026-09-25T12:27:03.617003+00:00,,2026-09-25T12:27:03.618003+00:00,,2026-09-25T12:27:03.619003+00:00,,2026-09-25T12:27:03.620003+00:00,,2026-09-25T12:27:03.609002+00:00,,2026-09-25T12:27:03.622003+00:00,,2026-09-25T12:27:03.623003+00:00,,2026-09-25T12:27:03.624003+00:00,,2026-09-25T12:27:03.626003+00:00,,2026-09-25T12:27:03.638004+00:00,,2026-09-25T12:27:03.628004+00:00,,2026-09-25T12:27:03.629004+00:00,,2026-09-25T12:27:03.630004+00:00,,2026-09-25T12:27:03.631004+00:00,,2026-09-25T12:27:03.632004+00:00,,2026-09-25T12:27:03.633004+00:00,,2026-09-25T12:27:03.634004+00:00,,2026-09-25T12:27:03.635004+00:00,,2026-09-25T12:27:03.636004+00:00,,2026-09-25T12:27:03.637004+00:00,,2026-09-25T12:27:03.627004+00:00,,2026-09-25T12:27:03.639004+00:00,,2026-09-25T12:27:03.640004+00:00,
9,2026-09-25T10:57:58.986216+00:00,2026-09-25T12:27:04.401048+00:00,100.006,2026-09-25T12:27:04.301042+00:00,,2026-09-25T12:27:04.313043+00:00,,2026-09-25T12:27:04.315043+00:00,,2026-09-25T12:27:04.329044+00:00,,2026-09-25T12:27:04.318043+00:00,,2026-09-25T12:27:04.319043+00:00,,2026-09-25T12:27:04.320043+00:00,,2026-09-25T12:27:04.321043+00:00,,2026-09-25T12:27:04.322043+00:00,,2026-09-25T12:27:04.323043+00:00,,2026-09-25T12:27:04.324043+00:00,,2026-09-25T12:27:04.325043+00:00,,2026-09-25T12:27:04.326043+00:00,,2026-09-25T12:27:04.328044+00:00,,2026-09-25T12:27:04.317043+00:00,,2026-09-25T12:27:04.330044+00:00,,2026-09-25T12:27:04.331044+00:00,,2026-09-25T12:27:04.332044+00:00,,2026-09-25T12:27:04.333044+00:00,,2026-09-25T12:27:04.334044+00:00,,2026-09-25T12:27:04.335044+00:00,,2026-09-25T12:27:04.336044+00:00,,2026-09-25T12:27:04.337044+00:00,,2026-09-25T12:27:04.338044+00:00,,2026-09-25T12:27:04.339044+00:00,,2026-09-25T12:27:04.340044+00:00,,2026-09-25T12:27:04.341044+00:00,,2026-09-25T12:27:04.342044+00:00,,2026-09-25T12:27:04.355045+00:00,,2026-09-25T12:27:04.345045+00:00,,2026-09-25T12:27:04.346045+00:00,,2026-09-25T12:27:04.347045+00:00,,2026-09-25T12:27:04.348045+00:00,,2026-09-25T12:27:04.349045+00:00,,2026-09-25T12:27:04.350045+00:00,,2026-09-25T12:27:04.351045+00:00,,2026-09-25T12:27:04.352045+00:00,,2026-09-25T12:27:04.353045+00:00,,2026-09-25T12:27:04.354045+00:00,,2026-09-25T12:27:04.344045+00:00,,2026-09-25T12:27:04.356045+00:00,,2026-09-25T12:27:04.357045+00:00,,2026-09-25T12:27:04.358045+00:00,,2026-09-25T12:27:04.371046+00:00,,2026-09-25T12:27:04.361045+00:00,,2026-09-25T12:27:04.362046+00:00,,2026-09-25T12:27:04.363046+00:00,,2026-09-25T12:27:04.376046+00:00,,2026-09-25T12:27:04.365046+00:00,,2026-09-25T12:27:04.366046+00:00,,2026-09-25T12:27:04.367046+00:00,,2026-09-25T12:27:04.368046+00:00,,2026-09-25T12:27:04.369046+00:00,,2026-09-25T12:27:04.370046+00:00,,2026-09-25T12:27:04.360045+00:00,,2026-09-25T12:27:04.372046+00:00,,2026-09-25T12:27:04.373046+00:00,,2026-09-25T12:27:04.375046+00:00,,2026-09-25T12:27:04.377046+00:00,,2026-09-25T12:27:04.378046+00:00,,2026-09-25T12:27:04.379047+00:00,,2026-09-25T12:27:04.380047+00:00,,2026-09-25T12:27:04.381047+00:00,,2026-09-25T12:27:04.382047+00:00,,2026-09-25T12:27:04.383047+00:00,,2026-09-25T12:27:04.384047+00:00,,2026-09-25T12:27:04.385047+00:00,,2026-09-25T12:27:04.386047+00:00,,2026-09-25T12:27:04.387047+00:00,,2026-09-25T12:27:04.388047+00:00,,2026-09-25T12:27:04.389047+00:00,,2026-09-25T12:27:04.390047+00:00,,2026-09-25T12:27:04.391047+00:00,,2026-09-25T12:27:04.392047+00:00,,2026-09-25T12:27:04.393047+00:00,,2026-09-25T12:27:04.394047+00:00,,2026-09-25T12:27:04.395047+00:00,,2026-09-25T12:27:04.396047+00:00,,2026-09-25T12:27:04.397048+00:00,,2026-09-25T12:27:04.398048+00:00,,2026-09-25T12:27:04.399048+00:00,,2026-09-25T12:27:04.400048+00:00,,2026-09-25T12:27:04.401048+00:00,
12,2026-09-25T10:58:00.214863+00:00,2026-09-25T12:27:05.704122+00:00,121.007,2026-09-25T12:27:05.583115+00:00,,2026-09-25T12:27:05.587116+00:00,,2026-09-25T12:27:05.591116+00:00,,2026-09-25T12:27:05.589116+00:00,,2026-09-25T12:27:05.595116+00:00,,2026-09-25T12:27:05.593116+00:00,,2026-09-25T12:27:05.597116+00:00,,2026-09-25T12:27:05.599116+00:00,,2026-09-25T12:27:05.601116+00:00,,2026-09-25T12:27:05.603117+00:00,,2026-09-25T12:27:05.605117+00:00,,2026-09-25T12:27:05.607117+00:00,,2026-09-25T12:27:05.609117+00:00,,2026-09-25T12:27:05.611117+00:00,,2026-09-25T12:27:05.613117+00:00,,2026-09-25T12:27:05.615117+00:00,,2026-09-25T12:27:05.617117+00:00,,2026-09-25T12:27:05.619117+00:00,,2026-09-25T12:27:05.621118+00:00,,2026-09-25T12:27:05.623118+00:00,,2026-09-25T12:27:05.639119+00:00,,2026-09-25T12:27:05.626118+00:00,,2026-09-25T12:27:05.628118+00:00,,2026-09-25T12:27:05.629118+00:00,,2026-09-25T12:27:05.630118+00:00,,2026-09-25T12:27:05.631118+00:00,,2026-09-25T12:27:05.634118+00:00,,2026-09-25T12:27:05.635118+00:00,,2026-09-25T12:27:05.636118+00:00,,2026-09-25T12:27:05.637118+00:00,,2026-09-25T12:27:05.638119+00:00,,2026-09-25T12:27:05.625118+00:00,,2026-09-25T12:27:05.640119+00:00,,2026-09-25T12:27:05.641119+00:00,,2026-09-25T12:27:05.642119+00:00,,2026-09-25T12:27:05.643119+00:00,,2026-09-25T12:27:05.644119+00:00,,2026-09-25T12:27:05.645119+00:00,,2026-09-25T12:27:05.646119+00:00,,2026-09-25T12:27:05.647119+00:00,,2026-09-25T12:27:05.677121+00:00,,2026-09-25T12:27:05.651119+00:00,,2026-09-25T12:27:05.652119+00:00,,2026-09-25T12:27:05.653119+00:00,,2026-09-25T12:27:05.655120+00:00,,2026-09-25T12:27:05.656120+00:00,,2026-09-25T12:27:05.657120+00:00,,2026-09-25T12:27:05.658120+00:00,,2026-09-25T12:27:05.659120+00:00,,2026-09-25T12:27:05.660120+00:00,,2026-09-25T12:27:05.662120+00:00,,2026-09-25T12:27:05.649119+00:00,,2026-09-25T12:27:05.665120+00:00,,2026-09-25T12:27:05.666120+00:00,,2026-09-25T12:27:05.667120+00:00,,2026-09-25T12:27:05.668120+00:00,,2026-09-25T12:27:05.670120+00:00,,2026-09-25T12:27:05.684121+00:00,,2026-09-25T12:27:05.673121+00:00,,2026-09-25T12:27:05.674121+00:00,,2026-09-25T12:27:05.675121+00:00,,2026-09-25T12:27:05.676121+00:00,,2026-09-25T12:27:05.679121+00:00,,2026-09-25T12:27:05.680121+00:00,,2026-09-25T12:27:05.696122+00:00,,2026-09-25T12:27:05.682121+00:00,,2026-09-25T12:27:05.683121+00:00,,2026-09-25T12:27:05.672120+00:00,,2026-09-25T12:27:05.700122+00:00,,2026-09-25T12:27:05.687121+00:00,,2026-09-25T12:27:05.689121+00:00,,2026-09-25T12:27:05.704122+00:00,,2026-09-25T12:27:05.693122+00:00,,2026-09-25T12:27:05.694122+00:00,,2026-09-25T12:27:05.695122+00:00,,2026-09-25T12:27:05.681121+00:00,,2026-09-25T12:27:05.697122+00:00,,2026-09-25T12:27:05.698122+00:00,,2026-09-25T12:27:05.699122+00:00,,2026-09-25T12:27:05.686121+00:00,,2026-09-25T12:27:05.701122+00:00,,2026-09-25T12:27:05.702122+00:00,,2026-09-25T12:27:05.691122+00:00,
