snapshot_id,timestamp,source_timestamp_reference,sync_spread_ms,ms.turntable.transfer,ms.turntable.conveyor,ms.sensor.conveyor,ms.turntable.saw,ms.transfer.turntable,ms.oven.slider_inside,ms.oven.slider_outside,ms.transfer.oven,ms.sensor.oven,ms.motor.turntable_cw,ms.motor.turntable_ccw,ms.motor.conveyor,ms.motor.saw,ms.motor.slider_in,ms.motor.slider_out,ms.motor.transfer_oven,ms.motor.transfer_turntable,ms.process.burn,ms.air.compressor,ms.valve.vacuum,ms.valve.transfer,ms.valve.oven_door,ms.valve.ejector,hbw.ref.horizontal,hbw.sensor.inside,hbw.sensor.outside,hbw.ref.vertical,hbw.ref.cantilever_front,hbw.ref.cantilever_back,hbw.sensor.trail_bottom,hbw.sensor.trail_top,hbw.motor.conveyor_forward,hbw.motor.conveyor_backward,hbw.motor.crane_rack,hbw.motor.crane_conveyor,hbw.motor.crane_down,hbw.motor.crane_up,hbw.motor.cantilever_forward,hbw.motor.cantilever_backward,hbw.encoder.horizontal1,hbw.encoder.horizontal2,hbw.encoder.vertical1,hbw.encoder.vertical2,c.ref.vertical,c.ref.horizontal,c.ref.rotate,c.motor.up,c.motor.down,c.motor.backward,c.motor.forward,c.motor.cw,c.motor.ccw,c.air.compressor,c.valve.vacuum,c.encoder.vertical1,c.encoder.vertical2,c.encoder.horizontal1,c.encoder.horizontal2,c.encoder.rotate1,c.encoder.rotate2,pm.sensor.entry,pm.sensor.tool,pm.ref.top,pm.ref.bottom,pm.motor.conveyor_forward,pm.motor.conveyor_backward,pm.motor.tool_up,pm.motor.tool_down,sl.sensor.pulse,sl.sensor.before_color,sl.sensor.after_color,sl.sensor.white,sl.sensor.red,sl.sensor.blue,sl.motor.conveyor,sl.air.compressor,sl.valve.white,sl.valve.red,sl.valve.blue,sl.sensor.color_value,local.crane_coord_h,local.crane_coord_v,local.crane_coord_r,ms.turntable.transfer.source_ts,ms.turntable.conveyor.source_ts,ms.sensor.conveyor.source_ts,ms.turntable.saw.source_ts,ms.transfer.turntable.source_ts,ms.oven.slider_inside.source_ts,ms.oven.slider_outside.source_ts,ms.transfer.oven.source_ts,ms.sensor.oven.source_ts,ms.motor.turntable_cw.source_ts,ms.motor.turntable_ccw.source_ts,ms.motor.conveyor.source_ts,ms.motor.saw.source_ts,ms.motor.slider_in.source_ts,ms.motor.slider_out.source_ts,ms.motor.transfer_oven.source_ts,ms.motor.transfer_turntable.source_ts,ms.process.burn.source_ts,ms.air.compressor.source_ts,ms.valve.vacuum.source_ts,ms.valve.transfer.source_ts,ms.valve.oven_door.source_ts,ms.valve.ejector.source_ts,hbw.ref.horizontal.source_ts,hbw.sensor.inside.source_ts,hbw.sensor.outside.source_ts,hbw.ref.vertical.source_ts,hbw.ref.cantilever_front.source_ts,hbw.ref.cantilever_back.source_ts,hbw.sensor.trail_bottom.source_ts,hbw.sensor.trail_top.source_ts,hbw.motor.conveyor_forward.source_ts,hbw.motor.conveyor_backward.source_ts,hbw.motor.crane_rack.source_ts,hbw.motor.crane_conveyor.source_ts,hbw.motor.crane_down.source_ts,hbw.motor.crane_up.source_ts,hbw.motor.cantilever_forward.source_ts,hbw.motor.cantilever_backward.source_ts,hbw.encoder.horizontal1.source_ts,hbw.encoder.horizontal2.source_ts,hbw.encoder.vertical1.source_ts,hbw.encoder.vertical2.source_ts,c.ref.vertical.source_ts,c.ref.horizontal.source_ts,c.ref.rotate.source_ts,c.motor.up.source_ts,c.motor.down.source_ts,c.motor.backward.source_ts,c.motor.forward.source_ts,c.motor.cw.source_ts,c.motor.ccw.source_ts,c.air.compressor.source_ts,c.valve.vacuum.source_ts,c.encoder.vertical1.source_ts,c.encoder.vertical2.source_ts,c.encoder.horizontal1.source_ts,c.encoder.horizontal2.source_ts,c.encoder.rotate1.source_ts,c.encoder.rotate2.source_ts,pm.sensor.entry.source_ts,pm.sensor.tool.source_ts,pm.ref.top.source_ts,pm.ref.bottom.source_ts,pm.motor.conveyor_forward.source_ts,pm.motor.conveyor_backward.source_ts,pm.motor.tool_up.source_ts,pm.motor.tool_down.source_ts,sl.sensor.pulse.source_ts,sl.sensor.before_color.source_ts,sl.sensor.after_color.source_ts,sl.sensor.white.source_ts,sl.sensor.red.source_ts,sl.sensor.blue.source_ts,sl.motor.conveyor.source_ts,sl.air.compressor.source_ts,sl.valve.white.source_ts,sl.valve.red.source_ts,sl.valve.blue.source_ts,sl.sensor.color_value.source_ts,local.crane_coord_h.source_ts,local.crane_coord_v.source_ts,local.crane_coord_r.source_ts,analysis_timestamp,sample_interval_s,sample_rate_hz,region.HBW.active,region.Crane.active,region.MS.active,region.PM.active,region.SL.active,physical.ms.sensor.oven.active,physical.ms.sensor.conveyor.active,physical.sl.sensor.before_color.active,physical.sl.sensor.after_color.active,physical.sl.sensor.white.active,physical.sl.sensor.red.active,physical.sl.sensor.blue.active,physical.pm.sensor.entry.active,physical.pm.sensor.tool.active,physical.hbw.sensor.inside.active,physical.hbw.sensor.outside.active
1,2026-09-25 11:16:15.153044+00:00,2026-09-25 12:45:20.581746+00:00,165.01,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,0,0,0,0,2026-09-25 12:45:20.416736+00:00,2026-09-25 12:45:20.430737+00:00,2026-09-25 12:45:20.422737+00:00,2026-09-25 12:45:20.443738+00:00,2026-09-25 12:45:20.424737+00:00,2026-09-25 12:45:20.444738+00:00,2026-09-25 12:45:20.426737+00:00,2026-09-25 12:45:20.438738+00:00,2026-09-25 12:45:20.450738+00:00,2026-09-25 12:45:20.429737+00:00,2026-09-25 12:45:20.463739+00:00,2026-09-25 12:45:20.445738+00:00,2026-09-25 12:45:20.446738+00:00,2026-09-25 12:45:20.436737+00:00,2026-09-25 12:45:20.470739+00:00,2026-09-25 12:45:20.572745+00:00,2026-09-25 12:45:20.442738+00:00,2026-09-25 12:45:20.465739+00:00,2026-09-25 12:45:20.449738+00:00,2026-09-25 12:45:20.440738+00:00,2026-09-25 12:45:20.464739+00:00,2026-09-25 12:45:20.477740+00:00,2026-09-25 12:45:20.478740+00:00,2026-09-25 12:45:20.468739+00:00,2026-09-25 12:45:20.469739+00:00,2026-09-25 12:45:20.459739+00:00,2026-09-25 12:45:20.551744+00:00,2026-09-25 12:45:20.474740+00:00,2026-09-25 12:45:20.461739+00:00,2026-09-25 12:45:20.563745+00:00,2026-09-25 12:45:20.554744+00:00,2026-09-25 12:45:20.555744+00:00,2026-09-25 12:45:20.467739+00:00,2026-09-25 12:45:20.558744+00:00,2026-09-25 12:45:20.548744+00:00,2026-09-25 12:45:20.549744+00:00,2026-09-25 12:45:20.483740+00:00,2026-09-25 12:45:20.565745+00:00,2026-09-25 12:45:20.557744+00:00,2026-09-25 12:45:20.525743+00:00,2026-09-25 12:45:20.485740+00:00,2026-09-25 12:45:20.487740+00:00,2026-09-25 12:45:20.489740+00:00,2026-09-25 12:45:20.491741+00:00,2026-09-25 12:45:20.493741+00:00,2026-09-25 12:45:20.495741+00:00,2026-09-25 12:45:20.497741+00:00,2026-09-25 12:45:20.499741+00:00,2026-09-25 12:45:20.501741+00:00,2026-09-25 12:45:20.503741+00:00,2026-09-25 12:45:20.505741+00:00,2026-09-25 12:45:20.507741+00:00,2026-09-25 12:45:20.509742+00:00,2026-09-25 12:45:20.511742+00:00,2026-09-25 12:45:20.513742+00:00,2026-09-25 12:45:20.515742+00:00,2026-09-25 12:45:20.517742+00:00,2026-09-25 12:45:20.519742+00:00,2026-09-25 12:45:20.521742+00:00,2026-09-25 12:45:20.568745+00:00,2026-09-25 12:45:20.527743+00:00,2026-09-25 12:45:20.529743+00:00,2026-09-25 12:45:20.531743+00:00,2026-09-25 12:45:20.533743+00:00,2026-09-25 12:45:20.535743+00:00,2026-09-25 12:45:20.537743+00:00,2026-09-25 12:45:20.539743+00:00,2026-09-25 12:45:20.541743+00:00,2026-09-25 12:45:20.543744+00:00,2026-09-25 12:45:20.545744+00:00,2026-09-25 12:45:20.547744+00:00,2026-09-25 12:45:20.560745+00:00,2026-09-25 12:45:20.581746+00:00,2026-09-25 12:45:20.573745+00:00,2026-09-25 12:45:20.575745+00:00,2026-09-25 12:45:20.577745+00:00,2026-09-25 12:45:20.578746+00:00,2026-09-25 12:45:20.579746+00:00,2026-09-25 12:45:20.580746+00:00,2026-09-25 12:45:20.562745+00:00,2026-09-25 12:45:20.574745+00:00,2026-09-25 12:45:20.564745+00:00,2026-09-25 12:45:20.576745+00:00,2026-09-25 12:45:20.581746+00:00,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,2026-09-25 11:16:15.496786+00:00,2026-09-25 12:45:20.923765+00:00,88.005,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,0,0,0,0,2026-09-25 12:45:20.835760+00:00,2026-09-25 12:45:20.841761+00:00,2026-09-25 12:45:20.853761+00:00,2026-09-25 12:45:20.843761+00:00,2026-09-25 12:45:20.844761+00:00,2026-09-25 12:45:20.845761+00:00,2026-09-25 12:45:20.846761+00:00,2026-09-25 12:45:20.847761+00:00,2026-09-25 12:45:20.848761+00:00,2026-09-25 12:45:20.849761+00:00,2026-09-25 12:45:20.850761+00:00,2026-09-25 12:45:20.851761+00:00,2026-09-25 12:45:20.852761+00:00,2026-09-25 12:45:20.842761+00:00,2026-09-25 12:45:20.854761+00:00,2026-09-25 12:45:20.855761+00:00,2026-09-25 12:45:20.856761+00:00,2026-09-25 12:45:20.857762+00:00,2026-09-25 12:45:20.858762+00:00,2026-09-25 12:45:20.859762+00:00,2026-09-25 12:45:20.860762+00:00,2026-09-25 12:45:20.861762+00:00,2026-09-25 12:45:20.862762+00:00,2026-09-25 12:45:20.863762+00:00,2026-09-25 12:45:20.864762+00:00,2026-09-25 12:45:20.865762+00:00,2026-09-25 12:45:20.866762+00:00,2026-09-25 12:45:20.867762+00:00,2026-09-25 12:45:20.868762+00:00,2026-09-25 12:45:20.869762+00:00,2026-09-25 12:45:20.870762+00:00,2026-09-25 12:45:20.871762+00:00,2026-09-25 12:45:20.872762+00:00,2026-09-25 12:45:20.884763+00:00,2026-09-25 12:45:20.885763+00:00,2026-09-25 12:45:20.875763+00:00,2026-09-25 12:45:20.876763+00:00,2026-09-25 12:45:20.877763+00:00,2026-09-25 12:45:20.878763+00:00,2026-09-25 12:45:20.879763+00:00,2026-09-25 12:45:20.880763+00:00,2026-09-25 12:45:20.881763+00:00,2026-09-25 12:45:20.882763+00:00,2026-09-25 12:45:20.883763+00:00,2026-09-25 12:45:20.873762+00:00,2026-09-25 12:45:20.874762+00:00,2026-09-25 12:45:20.886763+00:00,2026-09-25 12:45:20.887763+00:00,2026-09-25 12:45:20.888763+00:00,2026-09-25 12:45:20.900764+00:00,2026-09-25 12:45:20.890763+00:00,2026-09-25 12:45:20.891763+00:00,2026-09-25 12:45:20.892764+00:00,2026-09-25 12:45:20.893764+00:00,2026-09-25 12:45:20.894764+00:00,2026-09-25 12:45:20.895764+00:00,2026-09-25 12:45:20.896764+00:00,2026-09-25 12:45:20.897764+00:00,2026-09-25 12:45:20.898764+00:00,2026-09-25 12:45:20.899764+00:00,2026-09-25 12:45:20.889763+00:00,2026-09-25 12:45:20.901764+00:00,2026-09-25 12:45:20.902764+00:00,2026-09-25 12:45:20.903764+00:00,2026-09-25 12:45:20.904764+00:00,2026-09-25 12:45:20.905764+00:00,2026-09-25 12:45:20.906764+00:00,2026-09-25 12:45:20.907764+00:00,2026-09-25 12:45:20.908764+00:00,2026-09-25 12:45:20.909764+00:00,2026-09-25 12:45:20.910765+00:00,2026-09-25 12:45:20.911765+00:00,2026-09-25 12:45:20.912765+00:00,2026-09-25 12:45:20.913765+00:00,2026-09-25 12:45:20.914765+00:00,2026-09-25 12:45:20.915765+00:00,2026-09-25 12:45:20.917765+00:00,2026-09-25 12:45:20.918765+00:00,2026-09-25 12:45:20.919765+00:00,2026-09-25 12:45:20.920765+00:00,2026-09-25 12:45:20.921765+00:00,2026-09-25 12:45:20.922765+00:00,2026-09-25 12:45:20.923765+00:00,2026-09-25 12:45:20.923765+00:00,0.343742,2.909158613145906,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,2026-09-25 11:16:15.839248+00:00,2026-09-25 12:45:21.265785+00:00,86.005,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,0,0,0,0,2026-09-25 12:45:21.179780+00:00,2026-09-25 12:45:21.183780+00:00,2026-09-25 12:45:21.184780+00:00,2026-09-25 12:45:21.185780+00:00,2026-09-25 12:45:21.186780+00:00,2026-09-25 12:45:21.187780+00:00,2026-09-25 12:45:21.188780+00:00,2026-09-25 12:45:21.189781+00:00,2026-09-25 12:45:21.190781+00:00,2026-09-25 12:45:21.202781+00:00,2026-09-25 12:45:21.192781+00:00,2026-09-25 12:45:21.193781+00:00,2026-09-25 12:45:21.194781+00:00,2026-09-25 12:45:21.195781+00:00,2026-09-25 12:45:21.196781+00:00,2026-09-25 12:45:21.197781+00:00,2026-09-25 12:45:21.198781+00:00,2026-09-25 12:45:21.199781+00:00,2026-09-25 12:45:21.200781+00:00,2026-09-25 12:45:21.201781+00:00,2026-09-25 12:45:21.191781+00:00,2026-09-25 12:45:21.203781+00:00,2026-09-25 12:45:21.204781+00:00,2026-09-25 12:45:21.205781+00:00,2026-09-25 12:45:21.206781+00:00,2026-09-25 12:45:21.207782+00:00,2026-09-25 12:45:21.208782+00:00,2026-09-25 12:45:21.209782+00:00,2026-09-25 12:45:21.210782+00:00,2026-09-25 12:45:21.211782+00:00,2026-09-25 12:45:21.212782+00:00,2026-09-25 12:45:21.213782+00:00,2026-09-25 12:45:21.214782+00:00,2026-09-25 12:45:21.215782+00:00,2026-09-25 12:45:21.216782+00:00,2026-09-25 12:45:21.217782+00:00,2026-09-25 12:45:21.218782+00:00,2026-09-25 12:45:21.219782+00:00,2026-09-25 12:45:21.220782+00:00,2026-09-25 12:45:21.221782+00:00,2026-09-25 12:45:21.222782+00:00,2026-09-25 12:45:21.223782+00:00,2026-09-25 12:45:21.224783+00:00,2026-09-25 12:45:21.225783+00:00,2026-09-25 12:45:21.226783+00:00,2026-09-25 12:45:21.227783+00:00,2026-09-25 12:45:21.228783+00:00,2026-09-25 12:45:21.229783+00:00,2026-09-25 12:45:21.230783+00:00,2026-09-25 12:45:21.231783+00:00,2026-09-25 12:45:21.232783+00:00,2026-09-25 12:45:21.233783+00:00,2026-09-25 12:45:21.234783+00:00,2026-09-25 12:45:21.235783+00:00,2026-09-25 12:45:21.236783+00:00,2026-09-25 12:45:21.237783+00:00,2026-09-25 12:45:21.238783+00:00,2026-09-25 12:45:21.239783+00:00,2026-09-25 12:45:21.240783+00:00,2026-09-25 12:45:21.241783+00:00,2026-09-25 12:45:21.242784+00:00,2026-09-25 12:45:21.243784+00:00,2026-09-25 12:45:21.244784+00:00,2026-09-25 12:45:21.245784+00:00,2026-09-25 12:45:21.246784+00:00,2026-09-25 12:45:21.247784+00:00,2026-09-25 12:45:21.259785+00:00,2026-09-25 12:45:21.249784+00:00,2026-09-25 12:45:21.250784+00:00,2026-09-25 12:45:21.251784+00:00,2026-09-25 12:45:21.252784+00:00,2026-09-25 12:45:21.253784+00:00,2026-09-25 12:45:21.254784+00:00,2026-09-25 12:45:21.255784+00:00,2026-09-25 12:45:21.256784+00:00,2026-09-25 12:45:21.257784+00:00,2026-09-25 12:45:21.258784+00:00,2026-09-25 12:45:21.248784+00:00,2026-09-25 12:45:21.260785+00:00,2026-09-25 12:45:21.265785+00:00,2026-09-25 12:45:21.262785+00:00,2026-09-25 12:45:21.263785+00:00,2026-09-25 12:45:21.264785+00:00,2026-09-25 12:45:21.265785+00:00,0.342462,2.920032003550759,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,2026-09-25 11:16:16.179859+00:00,2026-09-25 12:45:21.607804+00:00,87.005,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,0,0,0,0,2026-09-25 12:45:21.520799+00:00,2026-09-25 12:45:21.525800+00:00,2026-09-25 12:45:21.534800+00:00,2026-09-25 12:45:21.527800+00:00,2026-09-25 12:45:21.539801+00:00,2026-09-25 12:45:21.540801+00:00,2026-09-25 12:45:21.541801+00:00,2026-09-25 12:45:21.531800+00:00,2026-09-25 12:45:21.532800+00:00,2026-09-25 12:45:21.544801+00:00,2026-09-25 12:45:21.526800+00:00,2026-09-25 12:45:21.535800+00:00,2026-09-25 12:45:21.547801+00:00,2026-09-25 12:45:21.537800+00:00,2026-09-25 12:45:21.538800+00:00,2026-09-25 12:45:21.528800+00:00,2026-09-25 12:45:21.529800+00:00,2026-09-25 12:45:21.530800+00:00,2026-09-25 12:45:21.542801+00:00,2026-09-25 12:45:21.543801+00:00,2026-09-25 12:45:21.533800+00:00,2026-09-25 12:45:21.545801+00:00,2026-09-25 12:45:21.546801+00:00,2026-09-25 12:45:21.536800+00:00,2026-09-25 12:45:21.548801+00:00,2026-09-25 12:45:21.549801+00:00,2026-09-25 12:45:21.550801+00:00,2026-09-25 12:45:21.551801+00:00,2026-09-25 12:45:21.552801+00:00,2026-09-25 12:45:21.553801+00:00,2026-09-25 12:45:21.554801+00:00,2026-09-25 12:45:21.555801+00:00,2026-09-25 12:45:21.556801+00:00,2026-09-25 12:45:21.557802+00:00,2026-09-25 12:45:21.558802+00:00,2026-09-25 12:45:21.559802+00:00,2026-09-25 12:45:21.572802+00:00,2026-09-25 12:45:21.562802+00:00,2026-09-25 12:45:21.563802+00:00,2026-09-25 12:45:21.564802+00:00,2026-09-25 12:45:21.576803+00:00,2026-09-25 12:45:21.566802+00:00,2026-09-25 12:45:21.567802+00:00,2026-09-25 12:45:21.568802+00:00,2026-09-25 12:45:21.569802+00:00,2026-09-25 12:45:21.570802+00:00,2026-09-25 12:45:21.571802+00:00,2026-09-25 12:45:21.561802+00:00,2026-09-25 12:45:21.573802+00:00,2026-09-25 12:45:21.574803+00:00,2026-09-25 12:45:21.575803+00:00,2026-09-25 12:45:21.565802+00:00,2026-09-25 12:45:21.577803+00:00,2026-09-25 12:45:21.578803+00:00,2026-09-25 12:45:21.579803+00:00,2026-09-25 12:45:21.580803+00:00,2026-09-25 12:45:21.581803+00:00,2026-09-25 12:45:21.582803+00:00,2026-09-25 12:45:21.583803+00:00,2026-09-25 12:45:21.584803+00:00,2026-09-25 12:45:21.585803+00:00,2026-09-25 12:45:21.597804+00:00,2026-09-25 12:45:21.587803+00:00,2026-09-25 12:45:21.588803+00:00,2026-09-25 12:45:21.589803+00:00,2026-09-25 12:45:21.590803+00:00,2026-09-25 12:45:21.591803+00:00,2026-09-25 12:45:21.592804+00:00,2026-09-25 12:45:21.593804+00:00,2026-09-25 12:45:21.594804+00:00,2026-09-25 12:45:21.595804+00:00,2026-09-25 12:45:21.596804+00:00,2026-09-25 12:45:21.586803+00:00,2026-09-25 12:45:21.598804+00:00,2026-09-25 12:45:21.599804+00:00,2026-09-25 12:45:21.600804+00:00,2026-09-25 12:45:21.601804+00:00,2026-09-25 12:45:21.602804+00:00,2026-09-25 12:45:21.603804+00:00,2026-09-25 12:45:21.604804+00:00,2026-09-25 12:45:21.605804+00:00,2026-09-25 12:45:21.606804+00:00,2026-09-25 12:45:21.607804+00:00,2026-09-25 12:45:21.607804+00:00,0.340611,2.93590048471717,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5,2026-09-25 11:16:16.541934+00:00,2026-09-25 12:45:21.968825+00:00,103.006,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,0,0,0,0,2026-09-25 12:45:21.865819+00:00,2026-09-25 12:45:21.885820+00:00,2026-09-25 12:45:21.887820+00:00,2026-09-25 12:45:21.889821+00:00,2026-09-25 12:45:21.890821+00:00,2026-09-25 12:45:21.891821+00:00,2026-09-25 12:45:21.892821+00:00,2026-09-25 12:45:21.893821+00:00,2026-09-25 12:45:21.894821+00:00,2026-09-25 12:45:21.895821+00:00,2026-09-25 12:45:21.896821+00:00,2026-09-25 12:45:21.897821+00:00,2026-09-25 12:45:21.898821+00:00,2026-09-25 12:45:21.899821+00:00,2026-09-25 12:45:21.900821+00:00,2026-09-25 12:45:21.901821+00:00,2026-09-25 12:45:21.902821+00:00,2026-09-25 12:45:21.914822+00:00,2026-09-25 12:45:21.915822+00:00,2026-09-25 12:45:21.905821+00:00,2026-09-25 12:45:21.906822+00:00,2026-09-25 12:45:21.907822+00:00,2026-09-25 12:45:21.908822+00:00,2026-09-25 12:45:21.909822+00:00,2026-09-25 12:45:21.921822+00:00,2026-09-25 12:45:21.911822+00:00,2026-09-25 12:45:21.912822+00:00,2026-09-25 12:45:21.913822+00:00,2026-09-25 12:45:21.903821+00:00,2026-09-25 12:45:21.904821+00:00,2026-09-25 12:45:21.916822+00:00,2026-09-25 12:45:21.917822+00:00,2026-09-25 12:45:21.918822+00:00,2026-09-25 12:45:21.919822+00:00,2026-09-25 12:45:21.920822+00:00,2026-09-25 12:45:21.910822+00:00,2026-09-25 12:45:21.922822+00:00,2026-09-25 12:45:21.923822+00:00,2026-09-25 12:45:21.924823+00:00,2026-09-25 12:45:21.925823+00:00,2026-09-25 12:45:21.937823+00:00,2026-09-25 12:45:21.927823+00:00,2026-09-25 12:45:21.928823+00:00,2026-09-25 12:45:21.929823+00:00,2026-09-25 12:45:21.930823+00:00,2026-09-25 12:45:21.931823+00:00,2026-09-25 12:45:21.932823+00:00,2026-09-25 12:45:21.933823+00:00,2026-09-25 12:45:21.934823+00:00,2026-09-25 12:45:21.935823+00:00,2026-09-25 12:45:21.947824+00:00,2026-09-25 12:45:21.926823+00:00,2026-09-25 12:45:21.938823+00:00,2026-09-25 12:45:21.939823+00:00,2026-09-25 12:45:21.940823+00:00,2026-09-25 12:45:21.941824+00:00,2026-09-25 12:45:21.942824+00:00,2026-09-25 12:45:21.943824+00:00,2026-09-25 12:45:21.944824+00:00,2026-09-25 12:45:21.945824+00:00,2026-09-25 12:45:21.946824+00:00,2026-09-25 12:45:21.936823+00:00,2026-09-25 12:45:21.948824+00:00,2026-09-25 12:45:21.949824+00:00,2026-09-25 12:45:21.950824+00:00,2026-09-25 12:45:21.951824+00:00,2026-09-25 12:45:21.952824+00:00,2026-09-25 12:45:21.953824+00:00,2026-09-25 12:45:21.954824+00:00,2026-09-25 12:45:21.955824+00:00,2026-09-25 12:45:21.956824+00:00,2026-09-25 12:45:21.957824+00:00,2026-09-25 12:45:21.958824+00:00,2026-09-25 12:45:21.959825+00:00,2026-09-25 12:45:21.960825+00:00,2026-09-25 12:45:21.961825+00:00,2026-09-25 12:45:21.962825+00:00,2026-09-25 12:45:21.963825+00:00,2026-09-25 12:45:21.964825+00:00,2026-09-25 12:45:21.965825+00:00,2026-09-25 12:45:21.966825+00:00,2026-09-25 12:45:21.967825+00:00,2026-09-25 12:45:21.968825+00:00,2026-09-25 12:45:21.968825+00:00,0.362075,2.7618587309259133,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
